ticker,company_name,kpi_name,kpi_id,kpi_category
AN,"AutoNation, Inc.",Segment Revenues - Premium Luxury Revenue,290,Segment Revenues
AN,"AutoNation, Inc.",Vehicles sold - Total Vehicles sold,291,Vehicles sold
AN,"AutoNation, Inc.",Vehicles sold - New vehicle,292,Vehicles sold
AN,"AutoNation, Inc.",Vehicles sold - Used vehicle,293,Vehicles sold
AZO,"AUTOZONE, INC.",Domestic Commercial Sales - Total Domestic Commercial Sales,294,Domestic Commercial Sales
AZO,"AUTOZONE, INC.",Sales per average store ,295,Sales per average store 
AZO,"AUTOZONE, INC.",Segment Sales - Auto Parts Locations,296,Segment Sales
AZO,"AUTOZONE, INC.",Segment Sales - Net Sales,297,Segment Sales
AZO,"AUTOZONE, INC.",Segment Sales - Other,298,Segment Sales
AZO,"AUTOZONE, INC.",Segment Sales - Total domestic commercial sales,299,Segment Sales
AZO,"AUTOZONE, INC.",Segment Sales  - Total auto parts sales,300,Segment Sales 
AZO,"AUTOZONE, INC.",Segment Stores - Ending Brazil stores,301,Segment Stores
AZO,"AUTOZONE, INC.",Segment Stores - Ending Domestic Stores,302,Segment Stores
AZO,"AUTOZONE, INC.",Segment Stores - Ending Mexico stores,303,Segment Stores
AZO,"AUTOZONE, INC.",Segment Stores - New Stores,304,Segment Stores
AZO,"AUTOZONE, INC.",Segment Stores - Total Stores,305,Segment Stores
CPRT,COPART INC,Geographic Segment Revenue - Service revenues from International,306,Geographic Segment Revenue
CPRT,COPART INC,Geographic Segment Revenue - Service revenues from United States,307,Geographic Segment Revenue
CPRT,COPART INC,Geographic Segment Revenue - Vehicle sales from International,308,Geographic Segment Revenue
CPRT,COPART INC,Geographic Segment Revenue - Vehicle sales from United States,309,Geographic Segment Revenue
CPRT,COPART INC,Revenue by Type - Service revenues,310,Revenue by Type
CPRT,COPART INC,Revenue by Type - Vehicle sales,311,Revenue by Type
CPRT,COPART INC,Segment Revenue - International Revenue,230,Segment Revenue
CPRT,COPART INC,Segment Revenue - Service revenues,312,Segment Revenue
CPRT,COPART INC,Segment Revenue - United States Revenue,313,Segment Revenue
CPRT,COPART INC,Segment Revenue - Vehicle sales,314,Segment Revenue
CRMT,AMERICA'S CAR-MART INC,Gross profit - Total gross profit per retail unit sold,315,Gross profit
CRMT,AMERICA'S CAR-MART INC,Price - Average Retail Sales Price ,316,Price
CRMT,AMERICA'S CAR-MART INC,Sales - Retail units sold ,317,Sales
CRMT,AMERICA'S CAR-MART INC,Sales - Unit Sales Volume,318,Sales
CRMT,AMERICA'S CAR-MART INC,Segment Revenue - Interest income Revenue,319,Segment Revenue
CRMT,AMERICA'S CAR-MART INC,Segment Revenue - Sales Revenue,320,Segment Revenue
CRMT,AMERICA'S CAR-MART INC,Sub-Segment Revenue - Accident protection plan revenue,321,Sub-Segment Revenue
CRMT,AMERICA'S CAR-MART INC,Sub-Segment Revenue - Sales Ã¢â‚¬â€œ used autos,322,Sub-Segment Revenue
CRMT,AMERICA'S CAR-MART INC,Sub-Segment Revenue - Service contract sales,323,Sub-Segment Revenue
CRMT,AMERICA'S CAR-MART INC,Sub-Segment Revenue - Wholesales third party,324,Sub-Segment Revenue
CVNA,Carvana Co,Retail Units Sold - Cars,325,Retail Units Sold
CVNA,Carvana Co,Retail Units Sold - Cars,325,Retail Units Sold
CVNA,Carvana Co,Segment Revenue - Other sales and revenues,326,Segment Revenue
CVNA,Carvana Co,"Segment Revenue - Used vehicle sales, net",327,Segment Revenue
CVNA,Carvana Co,Segment Revenue - Wholesale vehicle sales,328,Segment Revenue
CVNA,Carvana Co,Vehicles Purchased - % Increase Customers,329,Vehicles Purchased
CWH,Camping World Holdings Inc,Average gross profit per unit - New vehicles,330,Average gross profit per unit
CWH,Camping World Holdings Inc,Average gross profit per unit - Used vehicles,331,Average gross profit per unit
CWH,Camping World Holdings Inc,Average selling price - New vehicles,332,Average selling price
CWH,Camping World Holdings Inc,Average selling price - Used vehicles,333,Average selling price
CWH,Camping World Holdings Inc,Customers - Active Customers,334,Customers
CWH,Camping World Holdings Inc,Good Sam Club members,335,Good Sam Club members
CWH,Camping World Holdings Inc,Number of store locations,336,Number of store locations
CWH,Camping World Holdings Inc,Retail locations - Other retail stores,337,Retail locations
CWH,Camping World Holdings Inc,Retail locations - RV dealerships,338,Retail locations
CWH,Camping World Holdings Inc,Retail locations - RV service & retail centers,339,Retail locations
CWH,Camping World Holdings Inc,Same store locations,340,Same store locations
CWH,Camping World Holdings Inc,Same store unit sales - New vehicles,341,Same store unit sales
CWH,Camping World Holdings Inc,Same store unit sales - Used vehicles,342,Same store unit sales
CWH,Camping World Holdings Inc,Segment Revenue - Good Sam Services and Plans Revenue,343,Segment Revenue
CWH,Camping World Holdings Inc,Segment Revenue - RV and Outdoor Retail Revenue,344,Segment Revenue
CWH,Camping World Holdings Inc,Unit sales - New vehicles,345,Unit sales
CWH,Camping World Holdings Inc,Unit sales - New vehicles sales,346,Unit sales
CWH,Camping World Holdings Inc,Unit sales - Used vehicles	sales,347,Unit sales
CWH,Camping World Holdings Inc,Unit sales - Used vehicles,348,Unit sales
CWH,Camping World Holdings Inc,Vehicle inventory per location - New vehicle inventory per dealer location,349,Vehicle inventory per location
CWH,Camping World Holdings Inc,Vehicle inventory per location - Used vehicle inventory per dealer location,350,Vehicle inventory per location
DRVN,Driven Brands Holdings Inc,Revenue by Type - Advertising contributions,351,Revenue by Type
DRVN,Driven Brands Holdings Inc,Revenue by Type - Company-operated store sales,352,Revenue by Type
DRVN,Driven Brands Holdings Inc,Revenue by Type - Franchise royalties and fees,353,Revenue by Type
DRVN,Driven Brands Holdings Inc,Revenue by Type - Independently-operated store sales,354,Revenue by Type
DRVN,Driven Brands Holdings Inc,Revenue by Type - Supply and other revenue,355,Revenue by Type
DRVN,Driven Brands Holdings Inc,Same-Store Sales - Car Wash,356,Same-Store Sales
DRVN,Driven Brands Holdings Inc,Same-Store Sales - Maintenance,357,Same-Store Sales
DRVN,Driven Brands Holdings Inc,"Same-Store Sales - Paint, Collision & Glass",358,Same-Store Sales
DRVN,Driven Brands Holdings Inc,Same-Store Sales - Platform Services,359,Same-Store Sales
DRVN,Driven Brands Holdings Inc,Segment Revenue - Car Wash,360,Segment Revenue
DRVN,Driven Brands Holdings Inc,Segment Revenue - Corporate / Other,361,Segment Revenue
DRVN,Driven Brands Holdings Inc,Segment Revenue - Maintenance,362,Segment Revenue
DRVN,Driven Brands Holdings Inc,"Segment Revenue - Paint, Collision & Glass",363,Segment Revenue
DRVN,Driven Brands Holdings Inc,Segment Revenue - Platform Services,364,Segment Revenue
DRVN,Driven Brands Holdings Inc,Store Count - Car Wash,365,Store Count
DRVN,Driven Brands Holdings Inc,Store Count - Maintenance,366,Store Count
DRVN,Driven Brands Holdings Inc,"Store Count - Paint, Collision & Glass",367,Store Count
DRVN,Driven Brands Holdings Inc,Store Count - Platform Services,368,Store Count
GPI,"Group 1 Automotive, Inc.",Average sales price per unit sold - New vehicle retail,369,Average sales price per unit sold
GPI,"Group 1 Automotive, Inc.",Average sales price per unit sold - Used vehicle retail,370,Average sales price per unit sold
GPI,"Group 1 Automotive, Inc.",Gross profit per unit sold - New vehicle retail sales,371,Gross profit per unit sold
GPI,"Group 1 Automotive, Inc.",Gross profit per unit sold - Total used,372,Gross profit per unit sold
GPI,"Group 1 Automotive, Inc.",Gross profit per unit sold - Used vehicle retail sales,373,Gross profit per unit sold
GPI,"Group 1 Automotive, Inc.",Gross profit per unit sold - Used vehicle wholesale sales,374,Gross profit per unit sold
GPI,"Group 1 Automotive, Inc.",Revenue by geographic area - Brazil Revenue,375,Revenue by geographic area
GPI,"Group 1 Automotive, Inc.",Revenue by geographic area - U.K. Revenue,376,Revenue by geographic area
GPI,"Group 1 Automotive, Inc.",Revenue by geographic area - U.S. Revenue,377,Revenue by geographic area
GPI,"Group 1 Automotive, Inc.","Segment Revenue - Finance, insurance and other, net",378,Segment Revenue
GPI,"Group 1 Automotive, Inc.",Segment Revenue - New vehicle retail sales,379,Segment Revenue
GPI,"Group 1 Automotive, Inc.",Segment Revenue - Parts and service sales,380,Segment Revenue
GPI,"Group 1 Automotive, Inc.",Segment Revenue - Used vehicle retail sales,381,Segment Revenue
GPI,"Group 1 Automotive, Inc.",Segment Revenue - Used vehicle wholesale sales,382,Segment Revenue
GPI,"Group 1 Automotive, Inc.",Units sold - Retail new vehicles sold,383,Units sold
GPI,"Group 1 Automotive, Inc.",Units sold - Retail used vehicles sold,384,Units sold
GPI,"Group 1 Automotive, Inc.",Units sold - Wholesale used vehicles sold,385,Units sold
IAA,Insurance Auto Auctions Inc.,Revenue by geographic area - International Revenue,386,Revenue by geographic area
IAA,Insurance Auto Auctions Inc.,Revenue by geographic area - United States Revenue,387,Revenue by geographic area
IAA,Insurance Auto Auctions Inc.,Revenue by Segment - Service revenues,388,Revenue by Segment
IAA,Insurance Auto Auctions Inc.,Revenue by Segment - Vehicle sales,389,Revenue by Segment
KAR,"KAR Auction Services, Inc.",Active dealers,390,Active dealers
KAR,"KAR Auction Services, Inc.",Land - Acres of land per site,391,Land
KAR,"KAR Auction Services, Inc.",Number of locations,392,Number of locations
KAR,"KAR Auction Services, Inc.",Private label websites,393,Private label websites
KAR,"KAR Auction Services, Inc.",Sale of used vehicles,394,Sale of used vehicles
KAR,"KAR Auction Services, Inc.",Segment Revenue - Auction fees,395,Segment Revenue
KAR,"KAR Auction Services, Inc.",Segment Revenue - Finance-related revenue,396,Segment Revenue
KAR,"KAR Auction Services, Inc.",Segment Revenue - Purchased vehicle sales,397,Segment Revenue
KAR,"KAR Auction Services, Inc.",Segment Revenue - Service revenue,398,Segment Revenue
KAR,"KAR Auction Services, Inc.",Vehicles - Vehicles floorplanned by AFC,399,Vehicles
KMX,"CARMAX, INC.",Average Selling Price - Used vehicles,400,Average Selling Price
KMX,"CARMAX, INC.",Average Selling Price - Wholesale vehicles,401,Average Selling Price
KMX,"CARMAX, INC.",Average Selling Price for Used Behicles - Used Vehicles,402,Average Selling Price for Used Behicles
KMX,"CARMAX, INC.",Average Selling Price for Wholesale Vehicles - Wholesale Vehicles,403,Average Selling Price for Wholesale Vehicles
KMX,"CARMAX, INC.",CarMax Auto Finance - Interest and fee income,404,CarMax Auto Finance
KMX,"CARMAX, INC.",CarMax Auto Finance Interest and Fee Income - Interest and fee income,405,CarMax Auto Finance Interest and Fee Income
KMX,"CARMAX, INC.",Segment Revenue - New vehicle sales,406,Segment Revenue
KMX,"CARMAX, INC.",Segment Revenue - Other sales and revenues,326,Segment Revenue
KMX,"CARMAX, INC.",Segment Revenue - Used vehicle sales,407,Segment Revenue
KMX,"CARMAX, INC.",Segment Revenue - Wholesale vehicle sales,328,Segment Revenue
KMX,"CARMAX, INC.",Segment Vehicle Unit Sales - Total new vehicle unit sales,408,Segment Vehicle Unit Sales
KMX,"CARMAX, INC.",Segment Vehicle Unit Sales - Total used vehicle unit sales,409,Segment Vehicle Unit Sales
KMX,"CARMAX, INC.",Segment Vehicle Unit Sales - Total used vehicle unit sales,409,Segment Vehicle Unit Sales
KMX,"CARMAX, INC.",Segment Vehicle Unit Sales - Total wholesale vehicle unit sales,410,Segment Vehicle Unit Sales
KMX,"CARMAX, INC.",Segment Vehicle Unit Sales - Total wholesale vehicle unit sales,410,Segment Vehicle Unit Sales
KMX,"CARMAX, INC.",Vehicle Sales Changes - Used vehicle revenues,411,Vehicle Sales Changes
KMX,"CARMAX, INC.",Vehicle Sales Changes - Used vehicle units,412,Vehicle Sales Changes
KMX,"CARMAX, INC.",Vehicle Sales Changes - Wholesale vehicle revenues,413,Vehicle Sales Changes
KMX,"CARMAX, INC.",Vehicle Sales Changes - Wholesale vehicle units,414,Vehicle Sales Changes
LAD,"Lithia Motors, Inc.",Average gross profit per unit - Finance and insurance gross profit per unit,415,Average gross profit per unit
LAD,"Lithia Motors, Inc.",Average gross profit per unit - New vehicle retail gross profit per unit,416,Average gross profit per unit
LAD,"Lithia Motors, Inc.",Average gross profit per unit - Total vehicle gross profit per unit,417,Average gross profit per unit
LAD,"Lithia Motors, Inc.",Average gross profit per unit - Used vehicle retail gross profit per unit,418,Average gross profit per unit
LAD,"Lithia Motors, Inc.",Driveway Shop units,419,Driveway Shop units
LAD,"Lithia Motors, Inc.",E-commerce platform Unit Sales,420,E-commerce platform Unit Sales
LAD,"Lithia Motors, Inc.",Retail units sold - New vehicle retail unit sales,421,Retail units sold
LAD,"Lithia Motors, Inc.",Retail units sold - Used vehicle retail unit sales,422,Retail units sold
LAD,"Lithia Motors, Inc.",Segment Revenue - Finance and insurance revenue,423,Segment Revenue
LAD,"Lithia Motors, Inc.",Segment Revenue - Fleet and other revenue,424,Segment Revenue
LAD,"Lithia Motors, Inc.",Segment Revenue - New vehicle retail revenue,425,Segment Revenue
LAD,"Lithia Motors, Inc.","Segment Revenue - Service, body and parts revenue",426,Segment Revenue
LAD,"Lithia Motors, Inc.",Segment Revenue - Used vehicle retail revenue,427,Segment Revenue
LAD,"Lithia Motors, Inc.",Segment Revenue - Used vehicle wholesale revenue,428,Segment Revenue
LAD,"Lithia Motors, Inc.",Unit Sales - New vehicle retail unit sales,429,Unit Sales
LAD,"Lithia Motors, Inc.",Unit Sales - Used vehicle retail unit sales,430,Unit Sales
MNRO,MONRO MUFFLER BRAKE INC,comparable store sales,431,comparable store sales
MNRO,MONRO MUFFLER BRAKE INC,comparable store sales,431,comparable store sales
MNRO,MONRO MUFFLER BRAKE INC,comparable store sales ,432,comparable store sales 
MNRO,MONRO MUFFLER BRAKE INC,Revenue by product group - Brakes,433,Revenue by product group
MNRO,MONRO MUFFLER BRAKE INC,Revenue by product group - Exhaust,434,Revenue by product group
MNRO,MONRO MUFFLER BRAKE INC,Revenue by product group - Maintenance,435,Revenue by product group
MNRO,MONRO MUFFLER BRAKE INC,Revenue by product group - Other,436,Revenue by product group
MNRO,MONRO MUFFLER BRAKE INC,Revenue by product group - Steering,437,Revenue by product group
MNRO,MONRO MUFFLER BRAKE INC,Revenue by product group - Tires,438,Revenue by product group
MNRO,MONRO MUFFLER BRAKE INC,Segment - comparable store sales - alignments - Comparable Store Sales,439,Segment - comparable store sales
MNRO,MONRO MUFFLER BRAKE INC,Segment - comparable store sales - alignments - Comparable Store Sales,439,Segment - comparable store sales
MNRO,MONRO MUFFLER BRAKE INC,Segment - comparable store sales - alignments - Comparable Store Sales,439,Segment - comparable store sales
MNRO,MONRO MUFFLER BRAKE INC,Segment - comparable store sales - brakes - comparable store sales,440,Segment - comparable store sales
MNRO,MONRO MUFFLER BRAKE INC,Segment - comparable store sales - brakes - comparable store sales,440,Segment - comparable store sales
MNRO,MONRO MUFFLER BRAKE INC,Segment - comparable store sales - brakes - comparable store sales,440,Segment - comparable store sales
MNRO,MONRO MUFFLER BRAKE INC,Segment - comparable store sales - exhaust -comparable store sales,441,Segment - comparable store sales
MNRO,MONRO MUFFLER BRAKE INC,Segment - comparable store sales - Exhaust-comparable store sales,442,Segment - comparable store sales
MNRO,MONRO MUFFLER BRAKE INC,Segment - comparable store sales - Exhaust-comparable store sales,442,Segment - comparable store sales
MNRO,MONRO MUFFLER BRAKE INC,Segment - comparable store sales - front end/shocks - comparable store sales,443,Segment - comparable store sales
MNRO,MONRO MUFFLER BRAKE INC,Segment - comparable store sales - front end/shocks - comparable store sales,443,Segment - comparable store sales
MNRO,MONRO MUFFLER BRAKE INC,Segment - comparable store sales - front end/shocks - comparable store sales,443,Segment - comparable store sales
MNRO,MONRO MUFFLER BRAKE INC,Segment - comparable store sales - maintenance services - comparable store sales,444,Segment - comparable store sales
MNRO,MONRO MUFFLER BRAKE INC,Segment - comparable store sales - maintenance services - comparable store sales,444,Segment - comparable store sales
MNRO,MONRO MUFFLER BRAKE INC,Segment - comparable store sales - maintenance services - comparable store sales,444,Segment - comparable store sales
MNRO,MONRO MUFFLER BRAKE INC,Segment - comparable store sales - Tires - comparable store sales,445,Segment - comparable store sales
MNRO,MONRO MUFFLER BRAKE INC,Segment - comparable store sales - Tires - comparable store sales,445,Segment - comparable store sales
MNRO,MONRO MUFFLER BRAKE INC,Segment - comparable store sales - Tires - comparable store sales,445,Segment - comparable store sales
MNRO,MONRO MUFFLER BRAKE INC,Segment - comparable store sales  - alignments - Comparable Store Sales,446,Segment - comparable store sales 
MNRO,MONRO MUFFLER BRAKE INC,Segment - comparable store sales  - brakes - comparable store sales ,447,Segment - comparable store sales 
MNRO,MONRO MUFFLER BRAKE INC,Segment - comparable store sales  - front end/shocks - comparable store sales ,448,Segment - comparable store sales 
MNRO,MONRO MUFFLER BRAKE INC,Segment - comparable store sales  - maintenance services - comparable store sales ,449,Segment - comparable store sales 
MNRO,MONRO MUFFLER BRAKE INC,Segment - comparable store sales  - Tires - comparable store sales ,450,Segment - comparable store sales 
MNRO,MONRO MUFFLER BRAKE INC,Store count,451,Store count
ORLY,"O'REILLY AUTOMOTIVE, INC.",Segment Sales - Sales,452,Segment Sales
ORLY,"O'REILLY AUTOMOTIVE, INC.",Segment Sales - Sales per weighted-average square foot,453,Segment Sales
ORLY,"O'REILLY AUTOMOTIVE, INC.",Segment Sales - Sales per weighted-average store,454,Segment Sales
ORLY,"O'REILLY AUTOMOTIVE, INC.",Segment Sales  - Other sales and sales adjustments,455,Segment Sales 
ORLY,"O'REILLY AUTOMOTIVE, INC.",Segment Sales  - Sales to do-it-yourself customers,456,Segment Sales 
ORLY,"O'REILLY AUTOMOTIVE, INC.",Segment Sales  - Sales to professional service provider customers,457,Segment Sales 
ORLY,"O'REILLY AUTOMOTIVE, INC.",Store and Team Member Information - Sales per weighted-average square foot,458,Store and Team Member Information
ORLY,"O'REILLY AUTOMOTIVE, INC.",Store and Team Member Information - Sales per weighted-average store,459,Store and Team Member Information
ORLY,"O'REILLY AUTOMOTIVE, INC.",Store and Team Member Information - Square footage (in thousands),460,Store and Team Member Information
ORLY,"O'REILLY AUTOMOTIVE, INC.",Store Count - Ending total store count,461,Store Count
PAG,"Penske Automotive Group, Inc.",Average gross profit - Average gross profit per new truck retailed,462,Average gross profit
PAG,"Penske Automotive Group, Inc.",Average gross profit - Average gross profit per new vehicle retailed,463,Average gross profit
PAG,"Penske Automotive Group, Inc.",Average gross profit - Average gross profit per used truck retailed,464,Average gross profit
PAG,"Penske Automotive Group, Inc.",Average gross profit - Average gross profit per used vehicle retailed,465,Average gross profit
PAG,"Penske Automotive Group, Inc.",Geographic Revenue - North America,466,Geographic Revenue
PAG,"Penske Automotive Group, Inc.",Geographic Revenue - Other International,467,Geographic Revenue
PAG,"Penske Automotive Group, Inc.",Geographic Revenue - U.K.,468,Geographic Revenue
PAG,"Penske Automotive Group, Inc.",New retail sales revenue per unit,469,New retail sales revenue per unit
PAG,"Penske Automotive Group, Inc.",New retail unit sales,470,New retail unit sales
PAG,"Penske Automotive Group, Inc.",Revenue by Segment - Commercial Vehicles Australia/Power Systems,471,Revenue by Segment
PAG,"Penske Automotive Group, Inc.",Revenue by Segment - Retail Automotive,472,Revenue by Segment
PAG,"Penske Automotive Group, Inc.",Revenue by Segment - Retail Commercial Trucks,473,Revenue by Segment
PAG,"Penske Automotive Group, Inc.",Same-store average gross profit - Same-store average gross profit per new truck retailed,474,Same-store average gross profit
PAG,"Penske Automotive Group, Inc.",Same-store average gross profit - Same-store average gross profit per new vehicle retailed,475,Same-store average gross profit
PAG,"Penske Automotive Group, Inc.",Same-store average gross profit - Same-store average gross profit per used truck retailed,476,Same-store average gross profit
PAG,"Penske Automotive Group, Inc.",Same-store average gross profit - Same-store average gross profit per used vehicle retailed,477,Same-store average gross profit
PAG,"Penske Automotive Group, Inc.",Same-store new retail sales - Same-store new retail sales revenue per unit,478,Same-store new retail sales
PAG,"Penske Automotive Group, Inc.",Same-store new retail unit sales,479,Same-store new retail unit sales
PAG,"Penske Automotive Group, Inc.",Same-store used retail sales revenue per unit,480,Same-store used retail sales revenue per unit
PAG,"Penske Automotive Group, Inc.",Same-store used retail unit sales,481,Same-store used retail unit sales
PAG,"Penske Automotive Group, Inc.",Used retail sales revenue per unit,482,Used retail sales revenue per unit
PAG,"Penske Automotive Group, Inc.",Used retail unit sales,483,Used retail unit sales
RUSHA,RUSH ENTERPRISES INC,Absorption ratio,484,Absorption ratio
RUSHA,RUSH ENTERPRISES INC,Segment Revenue - Finance and insurance Sales,485,Segment Revenue
RUSHA,RUSH ENTERPRISES INC,Segment Revenue - Lease and rental Sales,486,Segment Revenue
RUSHA,RUSH ENTERPRISES INC,Segment Revenue - New and used commercial vehicle sales,487,Segment Revenue
RUSHA,RUSH ENTERPRISES INC,Segment Revenue - Other Sales,488,Segment Revenue
RUSHA,RUSH ENTERPRISES INC,Segment Revenue - Parts and service sales,380,Segment Revenue
RUSHA,RUSH ENTERPRISES INC,sold  commercial trucks - sold commercial trucks,489,sold  commercial trucks
RUSHA,RUSH ENTERPRISES INC,Sub-Segment Revenue - New heavy-duty vehicles - New and used commercial vehicle sales,490,Sub-Segment Revenue
RUSHA,RUSH ENTERPRISES INC,Sub-Segment Revenue - New light-duty vehicles - New and used commercial vehicle sales,491,Sub-Segment Revenue
RUSHA,RUSH ENTERPRISES INC,Sub-Segment Revenue - New medium-duty vehicles (including bus sales revenue) - New and used commercial vehicle sales,492,Sub-Segment Revenue
RUSHA,RUSH ENTERPRISES INC,Sub-Segment Revenue - Other vehicles - New and used commercial vehicle sales,493,Sub-Segment Revenue
RUSHA,RUSH ENTERPRISES INC,Sub-Segment Revenue - Used vehicles - New and used commercial vehicle sales,494,Sub-Segment Revenue
SAH,"SONIC AUTOMOTIVE, INC.",Gross Profit Per Unit by segment - EchoPark Same Market-Total used vehicle and F&I,495,Gross Profit Per Unit by segment
SAH,"SONIC AUTOMOTIVE, INC.",Gross Profit Per Unit by segment - EchoPark-Total used vehicle and F&I,496,Gross Profit Per Unit by segment
SAH,"SONIC AUTOMOTIVE, INC.",Gross Profit Per Unit by segment - Franchised Dealerships Same Store - Used vehicles,497,Gross Profit Per Unit by segment
SAH,"SONIC AUTOMOTIVE, INC.",Gross Profit Per Unit by segment - Franchised Dealerships Same Store -New vehicles,498,Gross Profit Per Unit by segment
SAH,"SONIC AUTOMOTIVE, INC.",Gross Profit Per Unit by segment - Franchised Dealerships-New vehicles,499,Gross Profit Per Unit by segment
SAH,"SONIC AUTOMOTIVE, INC.",Gross Profit Per Unit by segment - Franchised Dealerships-Used vehicles,500,Gross Profit Per Unit by segment
SAH,"SONIC AUTOMOTIVE, INC.",Number of Franchised Dealerships,501,Number of Franchised Dealerships
SAH,"SONIC AUTOMOTIVE, INC.",Revenue by Segment - EchoPark Segment revenues,502,Revenue by Segment
SAH,"SONIC AUTOMOTIVE, INC.",Revenue by Segment - Franchised Dealerships Segment revenues,503,Revenue by Segment
SAH,"SONIC AUTOMOTIVE, INC.","Revenue by Type - Finance, insurance and other Revenue",504,Revenue by Type
SAH,"SONIC AUTOMOTIVE, INC.","Revenue by Type - Parts, service and collision repair Revenue",505,Revenue by Type
SAH,"SONIC AUTOMOTIVE, INC.",Revenue by Type - Vehicles Revenue,506,Revenue by Type
SAH,"SONIC AUTOMOTIVE, INC.",Revenue per unit by segment - EchoPark -Wholesale vehicles,507,Revenue per unit by segment
SAH,"SONIC AUTOMOTIVE, INC.",Revenue per unit by segment - EchoPark Same Market-Wholesale vehicles,508,Revenue per unit by segment
SAH,"SONIC AUTOMOTIVE, INC.",Revenue per unit by segment - EchoPark Segment same store-Used vehicle,509,Revenue per unit by segment
SAH,"SONIC AUTOMOTIVE, INC.",Revenue per unit by segment - EchoPark Segment-Used vehicle,510,Revenue per unit by segment
SAH,"SONIC AUTOMOTIVE, INC.",Revenue per unit by segment - Franchised Dealerships Same Store -Wholesale vehicles,511,Revenue per unit by segment
SAH,"SONIC AUTOMOTIVE, INC.",Revenue per unit by segment - Franchised Dealerships same store-new vehicles,512,Revenue per unit by segment
SAH,"SONIC AUTOMOTIVE, INC.",Revenue per unit by segment - Franchised Dealerships same store-used vehicles,513,Revenue per unit by segment
SAH,"SONIC AUTOMOTIVE, INC.",Revenue per unit by segment - Franchised Dealerships Segment reported- used vehicles,514,Revenue per unit by segment
SAH,"SONIC AUTOMOTIVE, INC.",Revenue per unit by segment - Franchised Dealerships Segment reported-new vehicles,515,Revenue per unit by segment
SAH,"SONIC AUTOMOTIVE, INC.",Revenue per unit by segment - Franchised Dealerships Segment reported-wholesale vehicles,516,Revenue per unit by segment
SAH,"SONIC AUTOMOTIVE, INC.",Unit Sales Volume by segment - EchoPark -Wholesale vehicles,517,Unit Sales Volume by segment
SAH,"SONIC AUTOMOTIVE, INC.",Unit Sales Volume by segment - EchoPark Same Market-Used vehicles,518,Unit Sales Volume by segment
SAH,"SONIC AUTOMOTIVE, INC.",Unit Sales Volume by segment - EchoPark Same Market-Wholesale vehicles,519,Unit Sales Volume by segment
SAH,"SONIC AUTOMOTIVE, INC.",Unit Sales Volume by segment - EchoPark-New vehicles,520,Unit Sales Volume by segment
SAH,"SONIC AUTOMOTIVE, INC.",Unit Sales Volume by segment - EchoPark-Used vehicles,521,Unit Sales Volume by segment
SAH,"SONIC AUTOMOTIVE, INC.",Unit Sales Volume by segment - Franchised Dealerships -  Retail new & used vehicles,522,Unit Sales Volume by segment
SAH,"SONIC AUTOMOTIVE, INC.",Unit Sales Volume by segment - Franchised Dealerships -  Used-to-New Ratio,523,Unit Sales Volume by segment
SAH,"SONIC AUTOMOTIVE, INC.",Unit Sales Volume by segment - Franchised Dealerships - New vehicles,524,Unit Sales Volume by segment
SAH,"SONIC AUTOMOTIVE, INC.",Unit Sales Volume by segment - Franchised Dealerships - Used vehicles,525,Unit Sales Volume by segment
SAH,"SONIC AUTOMOTIVE, INC.",Unit Sales Volume by segment - Franchised Dealerships - Wholesale vehicles,526,Unit Sales Volume by segment
SAH,"SONIC AUTOMOTIVE, INC.",Unit Sales Volume by segment - Franchised Dealerships Same Store - Retail new & used vehicles,527,Unit Sales Volume by segment
SAH,"SONIC AUTOMOTIVE, INC.",Unit Sales Volume by segment - Franchised Dealerships Same Store - Used vehicles,528,Unit Sales Volume by segment
SAH,"SONIC AUTOMOTIVE, INC.",Unit Sales Volume by segment - Franchised Dealerships Same Store - Used-to-New Ratio,529,Unit Sales Volume by segment
SAH,"SONIC AUTOMOTIVE, INC.",Unit Sales Volume by segment - Franchised Dealerships Same Store -New vehicles,530,Unit Sales Volume by segment
SAH,"SONIC AUTOMOTIVE, INC.",Unit Sales Volume by segment - Franchised Dealerships Same Store -Wholesale vehicles,531,Unit Sales Volume by segment
SFT,"Shift Technologies, Inc.",Average days to sale,532,Average days to sale
SFT,"Shift Technologies, Inc.",Average monthly unique visitors,533,Average monthly unique visitors
SFT,"Shift Technologies, Inc.",Average monthly unique visitors,533,Average monthly unique visitors
SFT,"Shift Technologies, Inc.",Average selling price- By segment - Ecommerce,534,Average selling price- By segment
SFT,"Shift Technologies, Inc.",Average selling price- By segment - Wholesale,535,Average selling price- By segment
SFT,"Shift Technologies, Inc.",Ecommerce ASP,536,Ecommerce ASP
SFT,"Shift Technologies, Inc.",Ecommerce Units,537,Ecommerce Units
SFT,"Shift Technologies, Inc.",Ecommerce vehicles available for sale,538,Ecommerce vehicles available for sale
SFT,"Shift Technologies, Inc.",Gross Profit per Unit by segment - Ecommerce Gross Profit per Unit,539,Gross Profit per Unit by segment
SFT,"Shift Technologies, Inc.",Gross Profit per Unit by segment - Other Gross Profit per Unit,540,Gross Profit per Unit by segment
SFT,"Shift Technologies, Inc.",Gross Profit per Unit by segment - Wholesale Gross Profit per Unit,541,Gross Profit per Unit by segment
SFT,"Shift Technologies, Inc.",Number of regional hubs,542,Number of regional hubs
