var_a_type,var_a_name,var_b_type,var_b_name,kpi_name,kpi_id,kpi_category
A,Segment Revenue,,,Segment Revenues - Corporate and other,283,Segment Revenues
A,Segment Revenue,,,Segment Revenues - Corporate and other Revenue,284,Segment Revenues
A,Segment Revenue,,,Segment Revenues - Domestic,285,Segment Revenues
A,Segment Revenue,,,Segment Revenues - Domestic Revenue,286,Segment Revenues
A,Segment Revenue,,,Segment Revenues - Import,287,Segment Revenues
A,Segment Revenue,,,Segment Revenues - Import Revenue,288,Segment Revenues
A,Segment Revenue,,,Segment Revenues - Premium Luxury,289,Segment Revenues
A,Segment Revenue,,,Segment Revenues - Premium Luxury Revenue,290,Segment Revenues
A,Revenue from Vehicles Sold,,,Vehicles sold - Total Vehicles sold,291,Vehicles sold
A,Revenue from Vehicles sold,,,Vehicles sold - New vehicle,292,Vehicles sold
A,Revenue from Vehicles sold,,,Vehicles sold - Used vehicle,293,Vehicles sold
A,Domestic Commercial Sales,,,Domestic Commercial Sales - Total Domestic Commercial Sales,294,Domestic Commercial Sales
A,Average per Unit Stores Sales,,,Sales per average store ,295,Sales per average store 
A,Segment Locations Sales,,,Segment Sales - Auto Parts Locations,296,Segment Sales
A,Segment Net Sales,,,Segment Sales - Net Sales,297,Segment Sales
A,Segment Sales,,,Segment Sales - Other,298,Segment Sales
A,Segment Total Sales,,,Segment Sales - Total domestic commercial sales,299,Segment Sales
A,Segment Total Sales,,,Segment Sales  - Total auto parts sales,300,Segment Sales 
A,Segment Stores,,,Segment Stores - Ending Brazil stores,301,Segment Stores
A,Segment Stores,,,Segment Stores - Ending Domestic Stores,302,Segment Stores
A,Segment Stores,,,Segment Stores - Ending Mexico stores,303,Segment Stores
A,Segment New Stores,,,Segment Stores - New Stores,304,Segment Stores
A,Segment Total Stores,,,Segment Stores - Total Stores,305,Segment Stores
A,Geographic Segment Revenue - Service Revenue from International,,,Geographic Segment Revenue - Service revenues from International,306,Geographic Segment Revenue
A,Geographic Segment Revenue - Service Revenue from United States,,,Geographic Segment Revenue - Service revenues from United States,307,Geographic Segment Revenue
A,Geographic Segment Revenue - Vehicle sales from International,,,Geographic Segment Revenue - Vehicle sales from International,308,Geographic Segment Revenue
A,Geographic Segment Revenue - Vehicle sales from United States,,,Geographic Segment Revenue - Vehicle sales from United States,309,Geographic Segment Revenue
A,Revenue,,,Revenue by Type - Service revenues,310,Revenue by Type
A,Vehicle Sales Revenue,,,Revenue by Type - Vehicle sales,311,Revenue by Type
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - International Revenue,230,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Service revenues,312,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - United States Revenue,313,Segment Revenue
Ai,Segment Vehicle Sales Revenue,n,Number of Segments,Segment Revenue - Vehicle sales,314,Segment Revenue
Ai,Total Gross Profit per Unit sold,n,Number of Units Sold,Gross profit - Total gross profit per retail unit sold,315,Gross profit
Ai,Average Sales Price,n,Number of Units Sold,Price - Average Retail Sales Price ,316,Price
A,Sales sold,B,Sales previous period,Sales - Retail units sold ,317,Sales
A,Sales,B,Sales previous period,Sales - Unit Sales Volume,318,Sales
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Interest income Revenue,319,Segment Revenue
Ai,Segment Sales Revenue,n,Number of Segments,Segment Revenue - Sales Revenue,320,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Sub-Segment Revenue - Accident protection plan revenue,321,Sub-Segment Revenue
Ai,Segment Sales Revenue,n,Number of Segments,Sub-Segment Revenue - Sales Ã¢â‚¬â€œ used autos,322,Sub-Segment Revenue
Ai,Segment Sales Revenue,n,Number of Segments,Sub-Segment Revenue - Service contract sales,323,Sub-Segment Revenue
Ai,Segment Sales Revenue,n,Number of Segments,Sub-Segment Revenue - Wholesales third party,324,Sub-Segment Revenue
A,Retail Units Sold,,,Retail Units Sold - Cars,325,Retail Units Sold
A,Retail Units Sold,,,Retail Units Sold - Cars,325,Retail Units Sold
Ai,Segment Sales Revenue,n,Number of Segments,Segment Revenue - Other sales and revenues,326,Segment Revenue
Ai,Segment Net Vehicle Sales Revenue,n,Number of Segments,"Segment Revenue - Used vehicle sales, net",327,Segment Revenue
Ai,Segment Vehicle Sales Revenue,n,Number of Segments,Segment Revenue - Wholesale vehicle sales,328,Segment Revenue
A,Increase in Customers vehicles,B,Vehicles Purchase previous period,Vehicles Purchased - % Increase Customers,329,Vehicles Purchased
Ai,Average Gross Profit per Unit New vehicles,n,Number of Units,Average gross profit per unit - New vehicles,330,Average gross profit per unit
Ai,Average Gross Profit per Unit vehicles,n,Number of Units,Average gross profit per unit - Used vehicles,331,Average gross profit per unit
Ai,Average New Selling Price vehicles,n,Number of Units,Average selling price - New vehicles,332,Average selling price
Ai,Average Selling Price vehicles,n,Number of Units,Average selling price - Used vehicles,333,Average selling price
A,Customers,,,Customers - Active Customers,334,Customers
A,Members,,,Good Sam Club members,335,Good Sam Club members
Ai,Stores Locations,n,Number of Stores,Number of store locations,336,Number of store locations
Ai,Stores Locations,n,Number of Stores,Retail locations - Other retail stores,337,Retail locations
A,Dealerships Locations,,,Retail locations - RV dealerships,338,Retail locations
A,Locations,,,Retail locations - RV service & retail centers,339,Retail locations
Ai,Stores Locations,n,Number of Stores,Same store locations,340,Same store locations
A,New Stores Sales vehicles,B,Stores,Same store unit sales - New vehicles,341,Same store unit sales
A,Stores Sales vehicles,B,Stores,Same store unit sales - Used vehicles,342,Same store unit sales
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Good Sam Services and Plans Revenue,343,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - RV and Outdoor Retail Revenue,344,Segment Revenue
A,New Sales vehicles,,,Unit sales - New vehicles,345,Unit sales
A,New Sales vehicles,,,Unit sales - New vehicles sales,346,Unit sales
A,Sales vehicles,,,Unit sales - Used vehicles	sales,347,Unit sales
A,Sales vehicles,,,Unit sales - Used vehicles,348,Unit sales
A,per Unit New Vehicle Locations inventory,B,Locations,Vehicle inventory per location - New vehicle inventory per dealer location,349,Vehicle inventory per location
A,per Unit Vehicle Locations inventory,B,Locations,Vehicle inventory per location - Used vehicle inventory per dealer location,350,Vehicle inventory per location
A,Revenue,,,Revenue by Type - Advertising contributions,351,Revenue by Type
A,Stores Sales Revenue,,,Revenue by Type - Company-operated store sales,352,Revenue by Type
A,Franchise Revenue,,,Revenue by Type - Franchise royalties and fees,353,Revenue by Type
A,Stores Sales Revenue,,,Revenue by Type - Independently-operated store sales,354,Revenue by Type
A,Revenue,,,Revenue by Type - Supply and other revenue,355,Revenue by Type
A,Stores Sales,B,Sales previous period,Same-Store Sales - Car Wash,356,Same-Store Sales
A,Stores Sales,B,Sales previous period,Same-Store Sales - Maintenance,357,Same-Store Sales
A,Stores Sales,B,Sales previous period,"Same-Store Sales - Paint, Collision & Glass",358,Same-Store Sales
A,Stores Sales,B,Sales previous period,Same-Store Sales - Platform Services,359,Same-Store Sales
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Car Wash,360,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Corporate / Other,361,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Maintenance,362,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,"Segment Revenue - Paint, Collision & Glass",363,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Platform Services,364,Segment Revenue
Ai,Stores Count,n,Number of Stores,Store Count - Car Wash,365,Store Count
Ai,Stores Count,n,Number of Stores,Store Count - Maintenance,366,Store Count
Ai,Stores Count,n,Number of Stores,"Store Count - Paint, Collision & Glass",367,Store Count
Ai,Stores Count,n,Number of Stores,Store Count - Platform Services,368,Store Count
A,Average per Unit New Vehicle Sales Price sold,B,New Vehicles Sold,Average sales price per unit sold - New vehicle retail,369,Average sales price per unit sold
A,Average per Unit Vehicle Sales Price sold,B,Used Vehicles Sold,Average sales price per unit sold - Used vehicle retail,370,Average sales price per unit sold
A,Gross Profit per Unit New Vehicle Sales sold,B,Units Sold,Gross profit per unit sold - New vehicle retail sales,371,Gross profit per unit sold
A,Total Gross Profit per Unit sold,B,Units Sold,Gross profit per unit sold - Total used,372,Gross profit per unit sold
A,Gross Profit per Unit Vehicle Sales sold,B,Units Sold,Gross profit per unit sold - Used vehicle retail sales,373,Gross profit per unit sold
A,Gross Profit per Unit Vehicle Sales sold,B,Units Sold,Gross profit per unit sold - Used vehicle wholesale sales,374,Gross profit per unit sold
A,Geographic Revenue,,,Revenue by geographic area - Brazil Revenue,375,Revenue by geographic area
A,Geographic Revenue,,,Revenue by geographic area - U.K. Revenue,376,Revenue by geographic area
A,Geographic Revenue,,,Revenue by geographic area - U.S. Revenue,377,Revenue by geographic area
Ai,Segment Net Revenue,n,Number of Segments,"Segment Revenue - Finance, insurance and other, net",378,Segment Revenue
Ai,Segment New Vehicle Sales Revenue,n,Number of Segments,Segment Revenue - New vehicle retail sales,379,Segment Revenue
Ai,Segment Sales Revenue,n,Number of Segments,Segment Revenue - Parts and service sales,380,Segment Revenue
Ai,Segment Vehicle Sales Revenue,n,Number of Segments,Segment Revenue - Used vehicle retail sales,381,Segment Revenue
Ai,Segment Vehicle Sales Revenue,n,Number of Segments,Segment Revenue - Used vehicle wholesale sales,382,Segment Revenue
A,New vehicles sold,,,Units sold - Retail new vehicles sold,383,Units sold
A,vehicles sold,,,Units sold - Retail used vehicles sold,384,Units sold
A,vehicles sold,,,Units sold - Wholesale used vehicles sold,385,Units sold
A,Geographic Revenue,,,Revenue by geographic area - International Revenue,386,Revenue by geographic area
A,Geographic Revenue,,,Revenue by geographic area - United States Revenue,387,Revenue by geographic area
A,Segment Revenue,,,Revenue by Segment - Service revenues,388,Revenue by Segment
A,Segment Vehicle Sales Revenue,,,Revenue by Segment - Vehicle sales,389,Revenue by Segment
A,Active Dealers,,,Active dealers,390,Active dealers
A,per Unit,,,Land - Acres of land per site,391,Land
A,Locations,,,Number of locations,392,Number of locations
A,Website,,,Private label websites,393,Private label websites
A,vehicles,,,Sale of used vehicles,394,Sale of used vehicles
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Auction fees,395,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Finance-related revenue,396,Segment Revenue
Ai,Segment Vehicle Sales Revenue,n,Number of Segments,Segment Revenue - Purchased vehicle sales,397,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Service revenue,398,Segment Revenue
A,vehicles,,,Vehicles - Vehicles floorplanned by AFC,399,Vehicles
A,Vehicle Selling Price,,,Average Selling Price - Used vehicles,400,Average Selling Price
A,Vehicle Selling Price,,,Average Selling Price - Wholesale vehicles,401,Average Selling Price
A,Vehicle Selling Price,,,Average Selling Price for Used Behicles - Used Vehicles,402,Average Selling Price for Used Behicles
A,Vehicle Selling Price,,,Average Selling Price for Wholesale Vehicles - Wholesale Vehicles,403,Average Selling Price for Wholesale Vehicles
A,interest and fee income,,,CarMax Auto Finance - Interest and fee income,404,CarMax Auto Finance
A,interest and fee income,,,CarMax Auto Finance Interest and Fee Income - Interest and fee income,405,CarMax Auto Finance Interest and Fee Income
Ai,Segment New Vehicle Sales Revenue,n,Number of Segments,Segment Revenue - New vehicle sales,406,Segment Revenue
Ai,Segment Sales Revenue,n,Number of Segments,Segment Revenue - Other sales and revenues,326,Segment Revenue
Ai,Segment Vehicle Sales Revenue,n,Number of Segments,Segment Revenue - Used vehicle sales,407,Segment Revenue
Ai,Segment Vehicle Sales Revenue,n,Number of Segments,Segment Revenue - Wholesale vehicle sales,328,Segment Revenue
A,Segment Total New Vehicle Sales,,,Segment Vehicle Unit Sales - Total new vehicle unit sales,408,Segment Vehicle Unit Sales
A,Segment Total Vehicle Sales,,,Segment Vehicle Unit Sales - Total used vehicle unit sales,409,Segment Vehicle Unit Sales
A,Segment Total Vehicle Sales,,,Segment Vehicle Unit Sales - Total used vehicle unit sales,409,Segment Vehicle Unit Sales
A,Segment Total Vehicle Sales,,,Segment Vehicle Unit Sales - Total wholesale vehicle unit sales,410,Segment Vehicle Unit Sales
A,Segment Total Vehicle Sales,B,Segment Total Vehicle Sales previous period,Segment Vehicle Unit Sales - Total wholesale vehicle unit sales,410,Segment Vehicle Unit Sales
A,Vehicle Sales Revenue,B,Sales previous period,Vehicle Sales Changes - Used vehicle revenues,411,Vehicle Sales Changes
A,Vehicle Sales,B,Sales previous period,Vehicle Sales Changes - Used vehicle units,412,Vehicle Sales Changes
A,Vehicle Sales Revenue,B,Sales previous period,Vehicle Sales Changes - Wholesale vehicle revenues,413,Vehicle Sales Changes
A,Vehicle Sales,B,Sales previous period,Vehicle Sales Changes - Wholesale vehicle units,414,Vehicle Sales Changes
A,Gross Profit per Unit New Vehicle Sales sold,B,Units Sold,Average gross profit per unit - Finance and insurance gross profit per unit,415,Average gross profit per unit
A,Gross Profit per Unit New Vehicle Sales sold,B,Units Sold,Average gross profit per unit - New vehicle retail gross profit per unit,416,Average gross profit per unit
A,Gross Profit per Unit New Vehicle Sales sold,B,Units Sold,Average gross profit per unit - Total vehicle gross profit per unit,417,Average gross profit per unit
A,Gross Profit per Unit New Vehicle Sales sold,B,Units Sold,Average gross profit per unit - Used vehicle retail gross profit per unit,418,Average gross profit per unit
A,Shop Units,,,Driveway Shop units,419,Driveway Shop units
A,Sales,,,E-commerce platform Unit Sales,420,E-commerce platform Unit Sales
A,New Vehicle Sales sold,,,Retail units sold - New vehicle retail unit sales,421,Retail units sold
A,Vehicle Sales sold,,,Retail units sold - Used vehicle retail unit sales,422,Retail units sold
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Finance and insurance revenue,423,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,Segment Revenue - Fleet and other revenue,424,Segment Revenue
Ai,Segment New Vehicle Revenue,n,Number of Segments,Segment Revenue - New vehicle retail revenue,425,Segment Revenue
Ai,Segment Revenue,n,Number of Segments,"Segment Revenue - Service, body and parts revenue",426,Segment Revenue
Ai,Segment Vehicle Revenue,n,Number of Segments,Segment Revenue - Used vehicle retail revenue,427,Segment Revenue
Ai,Segment Vehicle Revenue,n,Number of Segments,Segment Revenue - Used vehicle wholesale revenue,428,Segment Revenue
A,New Vehicle Sales,,,Unit Sales - New vehicle retail unit sales,429,Unit Sales
A,Vehicle Sales,,,Unit Sales - Used vehicle retail unit sales,430,Unit Sales
A,Stores Sales,B,Sales previous period,comparable store sales,431,comparable store sales
A,Stores Sales,B,Sales previous period,comparable store sales,431,comparable store sales
A,Stores Sales,B,Sales previous period,comparable store sales ,432,comparable store sales 
A,Revenue,,,Revenue by product group - Brakes,433,Revenue by product group
A,Revenue,,,Revenue by product group - Exhaust,434,Revenue by product group
A,Revenue,,,Revenue by product group - Maintenance,435,Revenue by product group
A,Revenue,,,Revenue by product group - Other,436,Revenue by product group
A,Revenue,,,Revenue by product group - Steering,437,Revenue by product group
A,Revenue,,,Revenue by product group - Tires,438,Revenue by product group
A,Segment Stores Sales,B,Sales previous period,Segment - comparable store sales - alignments - Comparable Store Sales,439,Segment - comparable store sales
A,Segment Stores Sales,B,Sales previous period,Segment - comparable store sales - alignments - Comparable Store Sales,439,Segment - comparable store sales
A,Segment Stores Sales,B,Sales previous period,Segment - comparable store sales - alignments - Comparable Store Sales,439,Segment - comparable store sales
A,Segment Stores Sales,B,Sales previous period,Segment - comparable store sales - brakes - comparable store sales,440,Segment - comparable store sales
A,Segment Stores Sales,B,Sales previous period,Segment - comparable store sales - brakes - comparable store sales,440,Segment - comparable store sales
A,Segment Stores Sales,B,Sales previous period,Segment - comparable store sales - brakes - comparable store sales,440,Segment - comparable store sales
A,Segment Stores Sales,B,Sales previous period,Segment - comparable store sales - exhaust -comparable store sales,441,Segment - comparable store sales
A,Segment Stores Sales,B,Sales previous period,Segment - comparable store sales - Exhaust-comparable store sales,442,Segment - comparable store sales
A,Segment Stores Sales,B,Sales previous period,Segment - comparable store sales - Exhaust-comparable store sales,442,Segment - comparable store sales
A,Segment Stores Sales,B,Sales previous period,Segment - comparable store sales - front end/shocks - comparable store sales,443,Segment - comparable store sales
A,Segment Stores Sales,B,Sales previous period,Segment - comparable store sales - front end/shocks - comparable store sales,443,Segment - comparable store sales
A,Segment Stores Sales,B,Sales previous period,Segment - comparable store sales - front end/shocks - comparable store sales,443,Segment - comparable store sales
A,Segment Stores Sales,B,Sales previous period,Segment - comparable store sales - maintenance services - comparable store sales,444,Segment - comparable store sales
A,Segment Stores Sales,B,Sales previous period,Segment - comparable store sales - maintenance services - comparable store sales,444,Segment - comparable store sales
A,Segment Stores Sales,B,Sales previous period,Segment - comparable store sales - maintenance services - comparable store sales,444,Segment - comparable store sales
A,Segment Stores Sales,B,Sales previous period,Segment - comparable store sales - Tires - comparable store sales,445,Segment - comparable store sales
A,Segment Stores Sales,B,Sales previous period,Segment - comparable store sales - Tires - comparable store sales,445,Segment - comparable store sales
A,Segment Stores Sales,B,Sales previous period,Segment - comparable store sales - Tires - comparable store sales,445,Segment - comparable store sales
A,Segment Stores Sales,B,Sales previous period,Segment - comparable store sales  - alignments - Comparable Store Sales,446,Segment - comparable store sales 
A,Segment Stores Sales,B,Sales previous period,Segment - comparable store sales  - brakes - comparable store sales ,447,Segment - comparable store sales 
A,Segment Stores Sales,B,Sales previous period,Segment - comparable store sales  - front end/shocks - comparable store sales ,448,Segment - comparable store sales 
A,Segment Stores Sales,B,Sales previous period,Segment - comparable store sales  - maintenance services - comparable store sales ,449,Segment - comparable store sales 
A,Segment Stores Sales,B,Sales previous period,Segment - comparable store sales  - Tires - comparable store sales ,450,Segment - comparable store sales 
Ai,Stores Count,n,Number of Stores,Store count,451,Store count
A,Segment Sales,,,Segment Sales - Sales,452,Segment Sales
A,Average Segment per Unit Sales,B,Segments,Segment Sales - Sales per weighted-average square foot,453,Segment Sales
A,Average Segment per Unit Stores Sales,B,Segments,Segment Sales - Sales per weighted-average store,454,Segment Sales
A,Segment Sales,,,Segment Sales  - Other sales and sales adjustments,455,Segment Sales 
A,Segment Customers Sales,,,Segment Sales  - Sales to do-it-yourself customers,456,Segment Sales 
A,Segment Customers Sales,,,Segment Sales  - Sales to professional service provider customers,457,Segment Sales 
Ai,Average per Unit Stores Members Sales,n,Number of Stores,Store and Team Member Information - Sales per weighted-average square foot,458,Store and Team Member Information
Ai,Average per Unit Stores Members Sales,n,Number of Stores,Store and Team Member Information - Sales per weighted-average store,459,Store and Team Member Information
Ai,Stores Members,n,Number of Stores,Store and Team Member Information - Square footage (in thousands),460,Store and Team Member Information
Ai,Total Stores Count,n,Number of Stores,Store Count - Ending total store count,461,Store Count
A,Average Gross Profit per Unit New,B,New Trucks,Average gross profit - Average gross profit per new truck retailed,462,Average gross profit
A,Average Gross Profit per Unit New Vehicle,B,New Vehicles,Average gross profit - Average gross profit per new vehicle retailed,463,Average gross profit
A,Average Gross Profit per Unit,B,Used Trucks,Average gross profit - Average gross profit per used truck retailed,464,Average gross profit
A,Average Gross Profit per Unit Vehicle,B,used Vehicles,Average gross profit - Average gross profit per used vehicle retailed,465,Average gross profit
A,Geographic Revenue,,,Geographic Revenue - North America,466,Geographic Revenue
A,Geographic Revenue,,,Geographic Revenue - Other International,467,Geographic Revenue
A,Geographic Revenue,,,Geographic Revenue - U.K.,468,Geographic Revenue
A,per Unit New Sales Revenue,,,New retail sales revenue per unit,469,New retail sales revenue per unit
A,New Sales,,,New retail unit sales,470,New retail unit sales
A,Segment Revenue vehicles,,,Revenue by Segment - Commercial Vehicles Australia/Power Systems,471,Revenue by Segment
A,Segment Revenue,,,Revenue by Segment - Retail Automotive,472,Revenue by Segment
A,Segment Revenue,,,Revenue by Segment - Retail Commercial Trucks,473,Revenue by Segment
Ai,Average Gross Profit per Unit New Stores,n,Number of Stores,Same-store average gross profit - Same-store average gross profit per new truck retailed,474,Same-store average gross profit
Ai,Average Gross Profit per Unit New Stores Vehicle,n,Number of Stores,Same-store average gross profit - Same-store average gross profit per new vehicle retailed,475,Same-store average gross profit
Ai,Average Gross Profit per Unit Stores,n,Number of Stores,Same-store average gross profit - Same-store average gross profit per used truck retailed,476,Same-store average gross profit
Ai,Average Gross Profit per Unit Stores Vehicle,n,Number of Stores,Same-store average gross profit - Same-store average gross profit per used vehicle retailed,477,Same-store average gross profit
A,per Unit New Stores Sales Revenue,B,Stores,Same-store new retail sales - Same-store new retail sales revenue per unit,478,Same-store new retail sales
A,New Stores Sales,B,Stores,Same-store new retail unit sales,479,Same-store new retail unit sales
A,per Unit Stores Sales Revenue,B,Stores,Same-store used retail sales revenue per unit,480,Same-store used retail sales revenue per unit
A,Stores Sales,B,Stores,Same-store used retail unit sales,481,Same-store used retail unit sales
A,per Unit Sales Revenue,,,Used retail sales revenue per unit,482,Used retail sales revenue per unit
A,Sales,,,Used retail unit sales,483,Used retail unit sales
A,Absorption ratio,,,Absorption ratio,484,Absorption ratio
Ai,Segment Sales Revenue,n,Number of Segments,Segment Revenue - Finance and insurance Sales,485,Segment Revenue
Ai,Segment Sales Revenue,n,Number of Segments,Segment Revenue - Lease and rental Sales,486,Segment Revenue
Ai,Segment New Vehicle Sales Revenue,n,Number of Segments,Segment Revenue - New and used commercial vehicle sales,487,Segment Revenue
Ai,Segment Sales Revenue,n,Number of Segments,Segment Revenue - Other Sales,488,Segment Revenue
Ai,Segment Sales Revenue,n,Number of Segments,Segment Revenue - Parts and service sales,380,Segment Revenue
A,sold commercial trucks,,,sold  commercial trucks - sold commercial trucks,489,sold  commercial trucks
Ai,Segment New Vehicle Sales Revenue vehicles,n,Number of Segments,Sub-Segment Revenue - New heavy-duty vehicles - New and used commercial vehicle sales,490,Sub-Segment Revenue
Ai,Segment New Vehicle Sales Revenue vehicles,n,Number of Segments,Sub-Segment Revenue - New light-duty vehicles - New and used commercial vehicle sales,491,Sub-Segment Revenue
Ai,Segment New Vehicle Sales Revenue vehicles,n,Number of Segments,Sub-Segment Revenue - New medium-duty vehicles (including bus sales revenue) - New and used commercial vehicle sales,492,Sub-Segment Revenue
Ai,Segment New Vehicle Sales Revenue vehicles,n,Number of Segments,Sub-Segment Revenue - Other vehicles - New and used commercial vehicle sales,493,Sub-Segment Revenue
Ai,Segment New Vehicle Sales Revenue vehicles,n,Number of Segments,Sub-Segment Revenue - Used vehicles - New and used commercial vehicle sales,494,Sub-Segment Revenue
A,Segment Total Gross Profit per Unit Vehicle,,,Gross Profit Per Unit by segment - EchoPark Same Market-Total used vehicle and F&I,495,Gross Profit Per Unit by segment
A,Segment Total Gross Profit per Unit Vehicle,,,Gross Profit Per Unit by segment - EchoPark-Total used vehicle and F&I,496,Gross Profit Per Unit by segment
A,Segment Gross Profit per Unit Stores Franchise Dealerships vehicles,,,Gross Profit Per Unit by segment - Franchised Dealerships Same Store - Used vehicles,497,Gross Profit Per Unit by segment
A,Segment Gross Profit per Unit New Stores Franchise Dealerships vehicles,,,Gross Profit Per Unit by segment - Franchised Dealerships Same Store -New vehicles,498,Gross Profit Per Unit by segment
A,Segment Gross Profit per Unit New Franchise Dealerships vehicles,,,Gross Profit Per Unit by segment - Franchised Dealerships-New vehicles,499,Gross Profit Per Unit by segment
A,Segment Gross Profit per Unit Franchise Dealerships vehicles,,,Gross Profit Per Unit by segment - Franchised Dealerships-Used vehicles,500,Gross Profit Per Unit by segment
A,Franchise Dealerships,,,Number of Franchised Dealerships,501,Number of Franchised Dealerships
A,Segment Revenue,,,Revenue by Segment - EchoPark Segment revenues,502,Revenue by Segment
A,Segment Franchise Dealerships Revenue,,,Revenue by Segment - Franchised Dealerships Segment revenues,503,Revenue by Segment
A,Revenue,,,"Revenue by Type - Finance, insurance and other Revenue",504,Revenue by Type
A,Revenue,,,"Revenue by Type - Parts, service and collision repair Revenue",505,Revenue by Type
A,Revenue vehicles,,,Revenue by Type - Vehicles Revenue,506,Revenue by Type
A,Segment per Unit Revenue vehicles,,,Revenue per unit by segment - EchoPark -Wholesale vehicles,507,Revenue per unit by segment
A,Segment per Unit Revenue vehicles,,,Revenue per unit by segment - EchoPark Same Market-Wholesale vehicles,508,Revenue per unit by segment
A,Segment per Unit Stores Revenue,,,Revenue per unit by segment - EchoPark Segment same store-Used vehicle,509,Revenue per unit by segment
A,Segment per Unit Revenue,,,Revenue per unit by segment - EchoPark Segment-Used vehicle,510,Revenue per unit by segment
A,Segment per Unit Stores Franchise Dealerships Revenue vehicles,,,Revenue per unit by segment - Franchised Dealerships Same Store -Wholesale vehicles,511,Revenue per unit by segment
A,Segment per Unit New Stores Franchise Dealerships Revenue vehicles,,,Revenue per unit by segment - Franchised Dealerships same store-new vehicles,512,Revenue per unit by segment
A,Segment per Unit Stores Franchise Dealerships Revenue vehicles,,,Revenue per unit by segment - Franchised Dealerships same store-used vehicles,513,Revenue per unit by segment
A,Segment per Unit Franchise Dealerships Revenue vehicles,,,Revenue per unit by segment - Franchised Dealerships Segment reported- used vehicles,514,Revenue per unit by segment
A,Segment per Unit New Franchise Dealerships Revenue vehicles,,,Revenue per unit by segment - Franchised Dealerships Segment reported-new vehicles,515,Revenue per unit by segment
A,Segment per Unit Franchise Dealerships Revenue vehicles,,,Revenue per unit by segment - Franchised Dealerships Segment reported-wholesale vehicles,516,Revenue per unit by segment
A,Segment Sales vehicles,B,Sales Volume previous period,Unit Sales Volume by segment - EchoPark -Wholesale vehicles,517,Unit Sales Volume by segment
A,Segment Sales vehicles,B,Sales Volume previous period,Unit Sales Volume by segment - EchoPark Same Market-Used vehicles,518,Unit Sales Volume by segment
A,Segment Sales vehicles,B,Sales Volume previous period,Unit Sales Volume by segment - EchoPark Same Market-Wholesale vehicles,519,Unit Sales Volume by segment
A,Segment New Sales vehicles,B,Sales Volume previous period,Unit Sales Volume by segment - EchoPark-New vehicles,520,Unit Sales Volume by segment
A,Segment Sales vehicles,B,Sales Volume previous period,Unit Sales Volume by segment - EchoPark-Used vehicles,521,Unit Sales Volume by segment
A,Segment New Franchise Dealerships Sales vehicles,B,Sales Volume previous period,Unit Sales Volume by segment - Franchised Dealerships -  Retail new & used vehicles,522,Unit Sales Volume by segment
A,User Vehicles Sold,B,Use Vehicles Sold,Unit Sales Volume by segment - Franchised Dealerships -  Used-to-New Ratio,523,Unit Sales Volume by segment
A,Segment New Franchise Dealerships Sales vehicles,B,Sales Volume previous period,Unit Sales Volume by segment - Franchised Dealerships - New vehicles,524,Unit Sales Volume by segment
A,Segment Franchise Dealerships Sales vehicles,B,Sales Volume previous period,Unit Sales Volume by segment - Franchised Dealerships - Used vehicles,525,Unit Sales Volume by segment
A,Segment Franchise Dealerships Sales vehicles,B,Sales Volume previous period,Unit Sales Volume by segment - Franchised Dealerships - Wholesale vehicles,526,Unit Sales Volume by segment
A,Segment New Stores Franchise Dealerships Sales vehicles,B,Sales Volume previous period,Unit Sales Volume by segment - Franchised Dealerships Same Store - Retail new & used vehicles,527,Unit Sales Volume by segment
A,Segment Stores Franchise Dealerships Sales vehicles,B,Sales Volume previous period,Unit Sales Volume by segment - Franchised Dealerships Same Store - Used vehicles,528,Unit Sales Volume by segment
A,Segment New Stores Franchise Dealerships Sales,B,Use Vehicles Sold,Unit Sales Volume by segment - Franchised Dealerships Same Store - Used-to-New Ratio,529,Unit Sales Volume by segment
A,Segment New Stores Franchise Dealerships Sales vehicles,B,Sales Volume previous period,Unit Sales Volume by segment - Franchised Dealerships Same Store -New vehicles,530,Unit Sales Volume by segment
A,Segment Stores Franchise Dealerships Sales vehicles,B,Sales Volume previous period,Unit Sales Volume by segment - Franchised Dealerships Same Store -Wholesale vehicles,531,Unit Sales Volume by segment
A,Average Average Dates to Sale,,,Average days to sale,532,Average days to sale
