industry,kpi_name,kpi_id,kpi_category
Automotive Retailers,Segment Revenue - Maintenance,362,Segment Revenue
Automotive Retailers,"Segment Revenue - Paint, Collision & Glass",363,Segment Revenue
Automotive Retailers,Segment Revenue - Platform Services,364,Segment Revenue
Automotive Retailers,Store Count - Car Wash,365,Store Count
Automotive Retailers,Store Count - Maintenance,366,Store Count
Automotive Retailers,"Store Count - Paint, Collision & Glass",367,Store Count
Automotive Retailers,Store Count - Platform Services,368,Store Count
Automotive Retailers,Average sales price per unit sold - New vehicle retail,369,Average sales price per unit sold
Automotive Retailers,Average sales price per unit sold - Used vehicle retail,370,Average sales price per unit sold
Automotive Retailers,Gross profit per unit sold - New vehicle retail sales,371,Gross profit per unit sold
Automotive Retailers,Gross profit per unit sold - Total used,372,Gross profit per unit sold
Automotive Retailers,Gross profit per unit sold - Used vehicle retail sales,373,Gross profit per unit sold
Automotive Retailers,Gross profit per unit sold - Used vehicle wholesale sales,374,Gross profit per unit sold
Automotive Retailers,Revenue by geographic area - Brazil Revenue,375,Revenue by geographic area
Automotive Retailers,Revenue by geographic area - U.K. Revenue,376,Revenue by geographic area
Automotive Retailers,Revenue by geographic area - U.S. Revenue,377,Revenue by geographic area
Automotive Retailers,"Segment Revenue - Finance, insurance and other, net",378,Segment Revenue
Automotive Retailers,Segment Revenue - New vehicle retail sales,379,Segment Revenue
Automotive Retailers,Segment Revenue - Parts and service sales,380,Segment Revenue
Automotive Retailers,Segment Revenue - Used vehicle retail sales,381,Segment Revenue
Automotive Retailers,Segment Revenue - Used vehicle wholesale sales,382,Segment Revenue
Automotive Retailers,Units sold - Retail new vehicles sold,383,Units sold
Automotive Retailers,Units sold - Retail used vehicles sold,384,Units sold
Automotive Retailers,Units sold - Wholesale used vehicles sold,385,Units sold
Automotive Retailers,Revenue by geographic area - International Revenue,386,Revenue by geographic area
Automotive Retailers,Revenue by geographic area - United States Revenue,387,Revenue by geographic area
Automotive Retailers,Revenue by Segment - Service revenues,388,Revenue by Segment
Automotive Retailers,Revenue by Segment - Vehicle sales,389,Revenue by Segment
Automotive Retailers,Active dealers,390,Active dealers
Automotive Retailers,Land - Acres of land per site,391,Land
Automotive Retailers,Number of locations,392,Number of locations
Automotive Retailers,Private label websites,393,Private label websites
Automotive Retailers,Sale of used vehicles,394,Sale of used vehicles
Automotive Retailers,Segment Revenue - Auction fees,395,Segment Revenue
Automotive Retailers,Segment Revenue - Finance-related revenue,396,Segment Revenue
Automotive Retailers,Segment Revenue - Purchased vehicle sales,397,Segment Revenue
Automotive Retailers,Segment Revenue - Service revenue,398,Segment Revenue
Automotive Retailers,Vehicles - Vehicles floorplanned by AFC,399,Vehicles
Automotive Retailers,Average Selling Price - Used vehicles,400,Average Selling Price
Automotive Retailers,Average Selling Price - Wholesale vehicles,401,Average Selling Price
Automotive Retailers,Average Selling Price for Used Behicles - Used Vehicles,402,Average Selling Price for Used Behicles
Automotive Retailers,Average Selling Price for Wholesale Vehicles - Wholesale Vehicles,403,Average Selling Price for Wholesale Vehicles
Automotive Retailers,CarMax Auto Finance - Interest and fee income,404,CarMax Auto Finance
Automotive Retailers,CarMax Auto Finance Interest and Fee Income - Interest and fee income,405,CarMax Auto Finance Interest and Fee Income
Automotive Retailers,Segment Revenue - New vehicle sales,406,Segment Revenue
Automotive Retailers,Segment Revenue - Other sales and revenues,326,Segment Revenue
Automotive Retailers,Segment Revenue - Used vehicle sales,407,Segment Revenue
Automotive Retailers,Segment Revenue - Wholesale vehicle sales,328,Segment Revenue
Automotive Retailers,Segment Vehicle Unit Sales - Total new vehicle unit sales,408,Segment Vehicle Unit Sales
Automotive Retailers,Segment Vehicle Unit Sales - Total used vehicle unit sales,409,Segment Vehicle Unit Sales
Automotive Retailers,Segment Vehicle Unit Sales - Total used vehicle unit sales,409,Segment Vehicle Unit Sales
Automotive Retailers,Segment Vehicle Unit Sales - Total wholesale vehicle unit sales,410,Segment Vehicle Unit Sales
Automotive Retailers,Segment Vehicle Unit Sales - Total wholesale vehicle unit sales,410,Segment Vehicle Unit Sales
Automotive Retailers,Vehicle Sales Changes - Used vehicle revenues,411,Vehicle Sales Changes
Automotive Retailers,Vehicle Sales Changes - Used vehicle units,412,Vehicle Sales Changes
Automotive Retailers,Vehicle Sales Changes - Wholesale vehicle revenues,413,Vehicle Sales Changes
Automotive Retailers,Vehicle Sales Changes - Wholesale vehicle units,414,Vehicle Sales Changes
Automotive Retailers,Average gross profit per unit - Finance and insurance gross profit per unit,415,Average gross profit per unit
Automotive Retailers,Average gross profit per unit - New vehicle retail gross profit per unit,416,Average gross profit per unit
Automotive Retailers,Average gross profit per unit - Total vehicle gross profit per unit,417,Average gross profit per unit
Automotive Retailers,Average gross profit per unit - Used vehicle retail gross profit per unit,418,Average gross profit per unit
Automotive Retailers,Driveway Shop units,419,Driveway Shop units
Automotive Retailers,E-commerce platform Unit Sales,420,E-commerce platform Unit Sales
Automotive Retailers,Retail units sold - New vehicle retail unit sales,421,Retail units sold
Automotive Retailers,Retail units sold - Used vehicle retail unit sales,422,Retail units sold
Automotive Retailers,Segment Revenue - Finance and insurance revenue,423,Segment Revenue
Automotive Retailers,Segment Revenue - Fleet and other revenue,424,Segment Revenue
Automotive Retailers,Segment Revenue - New vehicle retail revenue,425,Segment Revenue
Automotive Retailers,"Segment Revenue - Service, body and parts revenue",426,Segment Revenue
Automotive Retailers,Segment Revenue - Used vehicle retail revenue,427,Segment Revenue
Automotive Retailers,Segment Revenue - Used vehicle wholesale revenue,428,Segment Revenue
Automotive Retailers,Unit Sales - New vehicle retail unit sales,429,Unit Sales
Automotive Retailers,Unit Sales - Used vehicle retail unit sales,430,Unit Sales
Automotive Retailers,comparable store sales,431,comparable store sales
Automotive Retailers,comparable store sales,431,comparable store sales
Automotive Retailers,comparable store sales ,432,comparable store sales 
Automotive Retailers,Revenue by product group - Brakes,433,Revenue by product group
Automotive Retailers,Revenue by product group - Exhaust,434,Revenue by product group
Automotive Retailers,Revenue by product group - Maintenance,435,Revenue by product group
Automotive Retailers,Revenue by product group - Other,436,Revenue by product group
Automotive Retailers,Revenue by product group - Steering,437,Revenue by product group
Automotive Retailers,Revenue by product group - Tires,438,Revenue by product group
Automotive Retailers,Segment - comparable store sales - alignments - Comparable Store Sales,439,Segment - comparable store sales
Automotive Retailers,Segment - comparable store sales - alignments - Comparable Store Sales,439,Segment - comparable store sales
Automotive Retailers,Segment - comparable store sales - alignments - Comparable Store Sales,439,Segment - comparable store sales
Automotive Retailers,Segment - comparable store sales - brakes - comparable store sales,440,Segment - comparable store sales
Automotive Retailers,Segment - comparable store sales - brakes - comparable store sales,440,Segment - comparable store sales
Automotive Retailers,Segment - comparable store sales - brakes - comparable store sales,440,Segment - comparable store sales
Automotive Retailers,Segment - comparable store sales - exhaust -comparable store sales,441,Segment - comparable store sales
Automotive Retailers,Segment - comparable store sales - Exhaust-comparable store sales,442,Segment - comparable store sales
Automotive Retailers,Segment - comparable store sales - Exhaust-comparable store sales,442,Segment - comparable store sales
Automotive Retailers,Segment - comparable store sales - front end/shocks - comparable store sales,443,Segment - comparable store sales
Automotive Retailers,Segment - comparable store sales - front end/shocks - comparable store sales,443,Segment - comparable store sales
Automotive Retailers,Segment - comparable store sales - front end/shocks - comparable store sales,443,Segment - comparable store sales
Automotive Retailers,Segment - comparable store sales - maintenance services - comparable store sales,444,Segment - comparable store sales
Automotive Retailers,Segment - comparable store sales - maintenance services - comparable store sales,444,Segment - comparable store sales
Automotive Retailers,Segment - comparable store sales - maintenance services - comparable store sales,444,Segment - comparable store sales
Automotive Retailers,Segment - comparable store sales - Tires - comparable store sales,445,Segment - comparable store sales
Automotive Retailers,Segment - comparable store sales - Tires - comparable store sales,445,Segment - comparable store sales
Automotive Retailers,Segment - comparable store sales - Tires - comparable store sales,445,Segment - comparable store sales
Automotive Retailers,Segment - comparable store sales  - alignments - Comparable Store Sales,446,Segment - comparable store sales 
Automotive Retailers,Segment - comparable store sales  - brakes - comparable store sales ,447,Segment - comparable store sales 
Automotive Retailers,Segment - comparable store sales  - front end/shocks - comparable store sales ,448,Segment - comparable store sales 
Automotive Retailers,Segment - comparable store sales  - maintenance services - comparable store sales ,449,Segment - comparable store sales 
Automotive Retailers,Segment - comparable store sales  - Tires - comparable store sales ,450,Segment - comparable store sales 
Automotive Retailers,Store count,451,Store count
Automotive Retailers,Segment Sales - Sales,452,Segment Sales
Automotive Retailers,Segment Sales - Sales per weighted-average square foot,453,Segment Sales
Automotive Retailers,Segment Sales - Sales per weighted-average store,454,Segment Sales
Automotive Retailers,Segment Sales  - Other sales and sales adjustments,455,Segment Sales 
Automotive Retailers,Segment Sales  - Sales to do-it-yourself customers,456,Segment Sales 
Automotive Retailers,Segment Sales  - Sales to professional service provider customers,457,Segment Sales 
Automotive Retailers,Store and Team Member Information - Sales per weighted-average square foot,458,Store and Team Member Information
Automotive Retailers,Store and Team Member Information - Sales per weighted-average store,459,Store and Team Member Information
Automotive Retailers,Store and Team Member Information - Square footage (in thousands),460,Store and Team Member Information
Automotive Retailers,Store Count - Ending total store count,461,Store Count
Automotive Retailers,Average gross profit - Average gross profit per new truck retailed,462,Average gross profit
Automotive Retailers,Average gross profit - Average gross profit per new vehicle retailed,463,Average gross profit
Automotive Retailers,Average gross profit - Average gross profit per used truck retailed,464,Average gross profit
Automotive Retailers,Average gross profit - Average gross profit per used vehicle retailed,465,Average gross profit
Automotive Retailers,Geographic Revenue - North America,466,Geographic Revenue
Automotive Retailers,Geographic Revenue - Other International,467,Geographic Revenue
Automotive Retailers,Geographic Revenue - U.K.,468,Geographic Revenue
Automotive Retailers,New retail sales revenue per unit,469,New retail sales revenue per unit
Automotive Retailers,New retail unit sales,470,New retail unit sales
Automotive Retailers,Revenue by Segment - Commercial Vehicles Australia/Power Systems,471,Revenue by Segment
Automotive Retailers,Revenue by Segment - Retail Automotive,472,Revenue by Segment
Automotive Retailers,Revenue by Segment - Retail Commercial Trucks,473,Revenue by Segment
Automotive Retailers,Same-store average gross profit - Same-store average gross profit per new truck retailed,474,Same-store average gross profit
Automotive Retailers,Same-store average gross profit - Same-store average gross profit per new vehicle retailed,475,Same-store average gross profit
Automotive Retailers,Same-store average gross profit - Same-store average gross profit per used truck retailed,476,Same-store average gross profit
Automotive Retailers,Same-store average gross profit - Same-store average gross profit per used vehicle retailed,477,Same-store average gross profit
Automotive Retailers,Same-store new retail sales - Same-store new retail sales revenue per unit,478,Same-store new retail sales
Automotive Retailers,Same-store new retail unit sales,479,Same-store new retail unit sales
Automotive Retailers,Same-store used retail sales revenue per unit,480,Same-store used retail sales revenue per unit
Automotive Retailers,Same-store used retail unit sales,481,Same-store used retail unit sales
Automotive Retailers,Used retail sales revenue per unit,482,Used retail sales revenue per unit
Automotive Retailers,Used retail unit sales,483,Used retail unit sales
Automotive Retailers,Absorption ratio,484,Absorption ratio
Automotive Retailers,Segment Revenue - Finance and insurance Sales,485,Segment Revenue
Automotive Retailers,Segment Revenue - Lease and rental Sales,486,Segment Revenue
Automotive Retailers,Segment Revenue - New and used commercial vehicle sales,487,Segment Revenue
Automotive Retailers,Segment Revenue - Other Sales,488,Segment Revenue
Automotive Retailers,Segment Revenue - Parts and service sales,380,Segment Revenue
Automotive Retailers,sold  commercial trucks - sold commercial trucks,489,sold  commercial trucks
Automotive Retailers,Sub-Segment Revenue - New heavy-duty vehicles - New and used commercial vehicle sales,490,Sub-Segment Revenue
Automotive Retailers,Sub-Segment Revenue - New light-duty vehicles - New and used commercial vehicle sales,491,Sub-Segment Revenue
Automotive Retailers,Sub-Segment Revenue - New medium-duty vehicles (including bus sales revenue) - New and used commercial vehicle sales,492,Sub-Segment Revenue
Automotive Retailers,Sub-Segment Revenue - Other vehicles - New and used commercial vehicle sales,493,Sub-Segment Revenue
Automotive Retailers,Sub-Segment Revenue - Used vehicles - New and used commercial vehicle sales,494,Sub-Segment Revenue
Automotive Retailers,Gross Profit Per Unit by segment - EchoPark Same Market-Total used vehicle and F&I,495,Gross Profit Per Unit by segment
Automotive Retailers,Gross Profit Per Unit by segment - EchoPark-Total used vehicle and F&I,496,Gross Profit Per Unit by segment
Automotive Retailers,Gross Profit Per Unit by segment - Franchised Dealerships Same Store - Used vehicles,497,Gross Profit Per Unit by segment
Automotive Retailers,Gross Profit Per Unit by segment - Franchised Dealerships Same Store -New vehicles,498,Gross Profit Per Unit by segment
Automotive Retailers,Gross Profit Per Unit by segment - Franchised Dealerships-New vehicles,499,Gross Profit Per Unit by segment
Automotive Retailers,Gross Profit Per Unit by segment - Franchised Dealerships-Used vehicles,500,Gross Profit Per Unit by segment
Automotive Retailers,Number of Franchised Dealerships,501,Number of Franchised Dealerships
Automotive Retailers,Revenue by Segment - EchoPark Segment revenues,502,Revenue by Segment
Automotive Retailers,Revenue by Segment - Franchised Dealerships Segment revenues,503,Revenue by Segment
Automotive Retailers,"Revenue by Type - Finance, insurance and other Revenue",504,Revenue by Type
Automotive Retailers,"Revenue by Type - Parts, service and collision repair Revenue",505,Revenue by Type
Automotive Retailers,Revenue by Type - Vehicles Revenue,506,Revenue by Type
Automotive Retailers,Revenue per unit by segment - EchoPark -Wholesale vehicles,507,Revenue per unit by segment
Automotive Retailers,Revenue per unit by segment - EchoPark Same Market-Wholesale vehicles,508,Revenue per unit by segment
Automotive Retailers,Revenue per unit by segment - EchoPark Segment same store-Used vehicle,509,Revenue per unit by segment
Automotive Retailers,Revenue per unit by segment - EchoPark Segment-Used vehicle,510,Revenue per unit by segment
Automotive Retailers,Revenue per unit by segment - Franchised Dealerships Same Store -Wholesale vehicles,511,Revenue per unit by segment
Automotive Retailers,Revenue per unit by segment - Franchised Dealerships same store-new vehicles,512,Revenue per unit by segment
Automotive Retailers,Revenue per unit by segment - Franchised Dealerships same store-used vehicles,513,Revenue per unit by segment
Automotive Retailers,Revenue per unit by segment - Franchised Dealerships Segment reported- used vehicles,514,Revenue per unit by segment
Automotive Retailers,Revenue per unit by segment - Franchised Dealerships Segment reported-new vehicles,515,Revenue per unit by segment
Automotive Retailers,Revenue per unit by segment - Franchised Dealerships Segment reported-wholesale vehicles,516,Revenue per unit by segment
Automotive Retailers,Unit Sales Volume by segment - EchoPark -Wholesale vehicles,517,Unit Sales Volume by segment
Automotive Retailers,Unit Sales Volume by segment - EchoPark Same Market-Used vehicles,518,Unit Sales Volume by segment
Automotive Retailers,Unit Sales Volume by segment - EchoPark Same Market-Wholesale vehicles,519,Unit Sales Volume by segment
Automotive Retailers,Unit Sales Volume by segment - EchoPark-New vehicles,520,Unit Sales Volume by segment
Automotive Retailers,Unit Sales Volume by segment - EchoPark-Used vehicles,521,Unit Sales Volume by segment
Automotive Retailers,Unit Sales Volume by segment - Franchised Dealerships -  Retail new & used vehicles,522,Unit Sales Volume by segment
Automotive Retailers,Unit Sales Volume by segment - Franchised Dealerships -  Used-to-New Ratio,523,Unit Sales Volume by segment
Automotive Retailers,Unit Sales Volume by segment - Franchised Dealerships - New vehicles,524,Unit Sales Volume by segment
Automotive Retailers,Unit Sales Volume by segment - Franchised Dealerships - Used vehicles,525,Unit Sales Volume by segment
Automotive Retailers,Unit Sales Volume by segment - Franchised Dealerships - Wholesale vehicles,526,Unit Sales Volume by segment
Automotive Retailers,Unit Sales Volume by segment - Franchised Dealerships Same Store - Retail new & used vehicles,527,Unit Sales Volume by segment
Automotive Retailers,Unit Sales Volume by segment - Franchised Dealerships Same Store - Used vehicles,528,Unit Sales Volume by segment
Automotive Retailers,Unit Sales Volume by segment - Franchised Dealerships Same Store - Used-to-New Ratio,529,Unit Sales Volume by segment
Automotive Retailers,Unit Sales Volume by segment - Franchised Dealerships Same Store -New vehicles,530,Unit Sales Volume by segment
Automotive Retailers,Unit Sales Volume by segment - Franchised Dealerships Same Store -Wholesale vehicles,531,Unit Sales Volume by segment
Automotive Retailers,Average days to sale,532,Average days to sale
Automotive Retailers,Average monthly unique visitors,533,Average monthly unique visitors
Automotive Retailers,Average monthly unique visitors,533,Average monthly unique visitors
Automotive Retailers,Average selling price- By segment - Ecommerce,534,Average selling price- By segment
Automotive Retailers,Average selling price- By segment - Wholesale,535,Average selling price- By segment
Automotive Retailers,Ecommerce ASP,536,Ecommerce ASP
Automotive Retailers,Ecommerce Units,537,Ecommerce Units
Automotive Retailers,Ecommerce vehicles available for sale,538,Ecommerce vehicles available for sale
Automotive Retailers,Gross Profit per Unit by segment - Ecommerce Gross Profit per Unit,539,Gross Profit per Unit by segment
Automotive Retailers,Gross Profit per Unit by segment - Other Gross Profit per Unit,540,Gross Profit per Unit by segment
Automotive Retailers,Gross Profit per Unit by segment - Wholesale Gross Profit per Unit,541,Gross Profit per Unit by segment
Automotive Retailers,Number of regional hubs,542,Number of regional hubs
Automotive Retailers,"Segment Revenue - Ecommerce revenue, net",543,Segment Revenue
Automotive Retailers,Segment Revenue - Other revenue,544,Segment Revenue
Automotive Retailers,Segment Revenue - Wholesale vehicle revenue,545,Segment Revenue
Automotive Retailers,Total units sold,546,Total units sold
Automotive Retailers,Units sold by segment - Ecommerce units,547,Units sold by segment
Automotive Retailers,Units sold by segment - Wholesale units,548,Units sold by segment
Automotive Retailers,Units sold- By segment - Ecommerce,549,Units sold- By segment
Automotive Retailers,Units sold- By segment - Wholesale,550,Units sold- By segment
Automotive Retailers,Wholesale ASP,551,Wholesale ASP
Automotive Retailers,Segment Revenue - All Other,552,Segment Revenue
Automotive Retailers,Segment Revenue - Ecommerce,553,Segment Revenue
Automotive Retailers,Segment Revenue - TDA,554,Segment Revenue
Automotive Retailers,Segment Revenue - Wholesale,555,Segment Revenue
Automotive Retailers,Unique visitors - Average monthly unique visitors,556,Unique visitors
Automotive Retailers,Units Sold - E-commerce,557,Units Sold
Automotive Retailers,Units Sold - TDA,558,Units Sold
Automotive Retailers,Units Sold - Wholesale,559,Units Sold
Department Stores,"Merchandise Sales - Apparel, Electronics, & Other",560,Merchandise Sales
Department Stores,Merchandise Sales - Consumables,561,Merchandise Sales
Department Stores,Merchandise Sales - Food,562,Merchandise Sales
Department Stores,Merchandise Sales - Furniture,563,Merchandise Sales
Department Stores,Merchandise Sales - Hard Home,564,Merchandise Sales
Department Stores,Merchandise Sales - Seasonal,565,Merchandise Sales
Department Stores,Merchandise Sales - Soft Home,566,Merchandise Sales
Department Stores,Revenue - Ecommerce ,567,Revenue
Department Stores,Revenue,568,Revenue
Department Stores,Revenues by merchandise category - Consumables,569,Revenues by merchandise category
Department Stores,"Revenues by merchandise category - Electronics, Toys, & Accessories",570,Revenues by merchandise category
Department Stores,Revenues by merchandise category - Food,571,Revenues by merchandise category
Department Stores,Revenues by merchandise category - Furniture,572,Revenues by merchandise category
Department Stores,Revenues by merchandise category - Hard Home,573,Revenues by merchandise category
Department Stores,Revenues by merchandise category - Seasonal,574,Revenues by merchandise category
Department Stores,Revenues by merchandise category - Soft Home,575,Revenues by merchandise category
Department Stores,Lease Payments - Total Long Term Lease Liabilities,576,Lease Payments
Department Stores,Sales - Other Revenue,577,Sales
Department Stores,Sales,578,Sales
Department Stores,Stores - New store count potential,579,Stores
Department Stores,Stores - Total Closed or Relocated Stores,580,Stores
Department Stores,Stores - Total New Stores,581,Stores
Department Stores,Stores - Total operating stores,582,Stores
Department Stores,Net Sales by Segment - Construction,583,Net Sales by Segment
Department Stores,Net Sales by Segment - Construction,583,Net Sales by Segment
Department Stores,Net Sales by Segment - Retail Operations,584,Net Sales by Segment
Department Stores,Net Sales by Segment - Retail operations,585,Net Sales by Segment
Department Stores,Sales - Retail sales per square foot,586,Sales
Department Stores,Stores - Total retail store count at end of period,587,Stores
Department Stores,Comparable store sales,588,Comparable store sales
Department Stores,New stores opened,589,New stores opened
Department Stores,Revenue by Type - Non-perishable,590,Revenue by Type
Department Stores,Revenue by Type - Perishable,591,Revenue by Type
Department Stores,Stores - Stores count,592,Stores
Department Stores,Additional shops - Planning Underway,593,Additional shops
Department Stores,Card holders - Kohl's Charge card holders,594,Card holders
Department Stores,Customer acquisition - Sephora customers new to Kohl's,595,Customer acquisition
Department Stores,Customers - Active Customers,334,Customers
Department Stores,Kohl's shops and comprehensive digital experience - Sephora,596,Kohl's shops and comprehensive digital experience
Department Stores,Loyalty Members,597,Loyalty Members
Department Stores,Segment Revenue - Accessories,598,Segment Revenue
Department Stores,Segment Revenue - Children's,599,Segment Revenue
Department Stores,Segment Revenue - Footwear,600,Segment Revenue
Department Stores,Segment Revenue - Home,601,Segment Revenue
Department Stores,Segment Revenue - Men's,602,Segment Revenue
Department Stores,Segment Revenue - MenÃ¢â‚¬â„¢s,603,Segment Revenue
Department Stores,Segment Revenue - Other revenue,544,Segment Revenue
Department Stores,Segment Revenue - Women's,604,Segment Revenue
Department Stores,Store visits,605,Store visits
Department Stores,Total stores,606,Total stores
Department Stores,User growth - Kohl's App user growth,607,User growth
Department Stores,Website visits,608,Website visits
Department Stores,New customers,609,New customers
Department Stores,New customers,609,New customers
Department Stores,New customers - Through the digital channel,610,New customers
Department Stores,New customers  through Digital Channel,611,New customers  through Digital Channel
Department Stores,Number of New Customers,612,Number of New Customers
Department Stores,Revenue by Business type - Home/Other,613,Revenue by Business type
Department Stores,Revenue by Business type - Men's and Kids',614,Revenue by Business type
Department Stores,"Revenue by Business type - Women's Accessories, Intimate Apparel, Shoes, Cosmetics and Fragrances",615,Revenue by Business type
Department Stores,Revenue by Business type - Women's Apparel,616,Revenue by Business type
Department Stores,"Segment Revenue - Credit card revenues, net",617,Segment Revenue
Department Stores,Segment Revenue - Home/Other,618,Segment Revenue
Department Stores,Segment Revenue - Men's and Kids',619,Segment Revenue
Department Stores,Segment Revenue - Net sales,620,Segment Revenue
Department Stores,"Segment Revenue - Women's Accessories, Intimate Apparel, Shoes, Cosmetics and Fragrances",621,Segment Revenue
Department Stores,Segment Revenue - Women's Apparel,622,Segment Revenue
Department Stores,Average Net Sales Per Store,623,Average Net Sales Per Store
Department Stores,Comparable Store Count,624,Comparable Store Count
Department Stores,Net Sales,625,Net Sales
Department Stores,Stores - Number of Closed Stores,626,Stores
Department Stores,Stores - Number of New Stores,627,Stores
Department Stores,Stores - Number of Stores,628,Stores
Department Stores,Stores - Number of Stores Open at Beginning of Quarter,629,Stores
Department Stores,Stores - Number of Stores Re-Opened,630,Stores
Department Stores,Comparable Sales - Brand comparable sales,631,Comparable Sales
Department Stores,New Stores Openings - Corporate Stores,632,New Stores Openings
Department Stores,New Stores Openings - Franchise Stores,633,New Stores Openings
Department Stores,Number of Franchise Stores,634,Number of Franchise Stores
Department Stores,Number of Stores - Corporate Stores,635,Number of Stores
Department Stores,Number of Stores - Franchise Stores,636,Number of Stores
Department Stores,Number of Stores - Halloween City Stores,637,Number of Stores
Department Stores,Segment Sales - Net Wholesale,638,Segment Sales
Department Stores,Segment Sales - Retail,639,Segment Sales
Department Stores,Segment Sales - Wholesale,640,Segment Sales
Department Stores,Share of Shelf - Manufacturing Share of Shelf,641,Share of Shelf
Department Stores,Share of Shelf - Wholesale Share of Shelf,642,Share of Shelf
Department Stores,Store Acquisitions - Corporate Stores,643,Store Acquisitions
Department Stores,Store Closures - Corporate Stores,644,Store Closures
Department Stores,Store Closures - Franchise Stores,645,Store Closures
Department Stores,Store Count - Grand Total,646,Store Count
Department Stores,Store Sales - Franchise Stores Sold to Party City,647,Store Sales
Department Stores,Stores - The total number of corporate Party City stores,648,Stores
Department Stores,Revenue by Category - Furniture Revenue,649,Revenue by Category
Department Stores,Revenue by Category - Non-Furniture Revenue,650,Revenue by Category
Department Stores,Segment Revenue - RH Segment Revenue,651,Segment Revenue
Department Stores,Segment Revenue - Waterworks Revenue,652,Segment Revenue
Department Stores,Stores - Total Galleries,653,Stores
Department Stores,Stores - Waterworks Showrooms,654,Stores
Department Stores,Revenue by Product Category - Accessories Revenue,655,Revenue by Product Category
Department Stores,Revenue by Product Category - Apparel/Footwear Revenue,656,Revenue by Product Category
Department Stores,Revenue by Product Category - Bags Revenue,657,Revenue by Product Category
Department Stores,Revenue by Product Category - Home Revenue,658,Revenue by Product Category
Department Stores,Revenue by Product Category - Other Revenue,659,Revenue by Product Category
Department Stores,Revenue by Product Category - Travel Revenue,660,Revenue by Product Category
Department Stores,Segment Revenue - Pura Vida Segment Revenue,661,Segment Revenue
Department Stores,Segment Revenue - VB Direct Segment Revenue,662,Segment Revenue
Department Stores,Segment Revenue - VB Indirect Segment Revenue,663,Segment Revenue
Department Stores,Stores - Total Stores,46,Stores
Food Retailers,Customer reach - Customer reach with Drive Up & Go and Home Delivery,664,Customer reach
Food Retailers,Memberships - Loyalty Memberships,665,Memberships
Food Retailers,New Items launched,666,New Items launched
Food Retailers,Retention rate - Retention rate with actively engaged members,667,Retention rate
Food Retailers,Revenue by type - Fuel revenue,668,Revenue by type
Food Retailers,Revenue by type - Non-perishables revenue,669,Revenue by type
Food Retailers,Revenue by type - Other revenue,670,Revenue by type
Food Retailers,Revenue by type - Perishables revenue,671,Revenue by type
Food Retailers,Revenue by type - Pharmacy revenue,672,Revenue by type
Food Retailers,Sales growth - Digital sales growth,673,Sales growth
Food Retailers,Sales growth - Identical sales growth,674,Sales growth
Food Retailers,Sales growth,675,Sales growth
Food Retailers,COVID-19 vaccins - COVID-19 vaccine doses administrated,676,COVID-19 vaccins
Food Retailers,Delivery locations,677,Delivery locations
Food Retailers,Delivery price per customer - unlimited delivery price per customer,678,Delivery price per customer
Food Retailers,Hourly wage - Average hourly wage,679,Hourly wage
Food Retailers,Kroger households covered,680,Kroger households covered
Food Retailers,new items launched,681,new items launched
Food Retailers,Pickup locations,682,Pickup locations
Food Retailers,Segment Sales - Convenience stores,683,Segment Sales
Food Retailers,Segment Sales - Other Sales,684,Segment Sales
Food Retailers,Segment Sales - Supermarket Fuel Sales,685,Segment Sales
Food Retailers,Segment Sales - Total sales ,686,Segment Sales
Food Retailers,Segment Sales - Total sales to retail customers without fuel,687,Segment Sales
Food Retailers,Segment Sales - Total Sales to Retail Customers without Fuel Sales,688,Segment Sales
Food Retailers,"Segment Sales - Total Sales to Retail Customers without Fuel, Supermarket Fuel and Other 
Sales",689,Segment Sales
Food Retailers,Revenue by product category - Dietary supplements revenue,690,Revenue by product category
Food Retailers,Revenue by product category - Grocery revenue,691,Revenue by product category
Food Retailers,Revenue by product category - Other revenue,692,Revenue by product category
Food Retailers,Stores - Number of new stores,693,Stores
Food Retailers,Stores - Number of new stores opened,694,Stores
Food Retailers,Stores - Number of relocated/remodeled,695,Stores
Food Retailers,Stores - Number of stores relocated/remodeled,696,Stores
Food Retailers,Stores - Number of relocations/remodels,697,Stores
Food Retailers,Stores - Total store count,147,Stores
Food Retailers,Average store size,698,Average store size
Food Retailers,Comparable store sales growth,699,Comparable store sales growth
Food Retailers,Comparable Store Sales Growth,700,Comparable Store Sales Growth
Food Retailers,Comparable Store Sales Growth,700,Comparable Store Sales Growth
Food Retailers,New Store Openings - Annual Unit Growth,701,New Store Openings
Food Retailers,New Store Openings - Unit Growth,702,New Store Openings
Food Retailers,Number of Stores,703,Number of Stores
Food Retailers,Revenue - Non-Perishables,704,Revenue
Food Retailers,Revenue - Perishables,705,Revenue
Food Retailers,Store Closures,706,Store Closures
Food Retailers,Store Relocations,707,Store Relocations
Food Retailers,Total Number of Stores,708,Total Number of Stores
Food Retailers,Unit growth,709,Unit growth
Food Retailers,Segment Revenues - Food Distribution Revenue,710,Segment Revenues
Food Retailers,Segment Revenues - Military Revenue,711,Segment Revenues
Food Retailers,Segment Revenues - Retail Revenue,712,Segment Revenues
Food Retailers,Sub Segment Revenue by Category - Center store Revenue,713,Sub Segment Revenue by Category
Food Retailers,Sub Segment Revenue by Category - Fresh Revenue,714,Sub Segment Revenue by Category
