,Ticker,Company Name,Industry,kpi name,KPI Category,Unit Type,kpi output type,kpi tags,kpi source,kpi calc type,kpi formula,var a type,var a name,var b type,var a type
416,KAR,"KAR Auction Services, Inc.",Automotive Retailers,Vehicles - Vehicles floorplanned by AFC,Vehicles,%,%,"vehicles,  vehicles_floorplanned_by_afc, kar, kar auction services, automotive retailers",EventVester,,,,,,
417,KMX,"CARMAX, INC.",Automotive Retailers,Average Selling Price - Used vehicles,Average Selling Price,$ per unit,R,"selling_price,  used_vehicles, kmx, carmax, automotive retailers",EventVester,,,,,,
418,KMX,"CARMAX, INC.",Automotive Retailers,Average Selling Price - Wholesale vehicles,Average Selling Price,$ per unit,R,"selling_price,  wholesale_vehicles, kmx, carmax, automotive retailers",EventVester,,,,,,
419,KMX,"CARMAX, INC.",Automotive Retailers,Average Selling Price for Used Behicles - Used Vehicles,Average Selling Price for Used Behicles,$ per unit,R,"used_vehicles, kmx, carmax, automotive retailers",EventVester,,,,,,
420,KMX,"CARMAX, INC.",Automotive Retailers,Average Selling Price for Wholesale Vehicles - Wholesale Vehicles,Average Selling Price for Wholesale Vehicles,$ per unit,R,"wholesale_vehicles, kmx, carmax, automotive retailers",EventVester,,,,,,
421,KMX,"CARMAX, INC.",Automotive Retailers,CarMax Auto Finance - Interest and fee income,CarMax Auto Finance,$,$,"interest,  fee_ome, kmx, carmax, automotive retailers",EventVester,,,,,,
422,KMX,"CARMAX, INC.",Automotive Retailers,CarMax Auto Finance Interest and Fee Income - Interest and fee income,CarMax Auto Finance Interest and Fee Income,$,$,"interest,  fee_ome, kmx, carmax, automotive retailers",EventVester,,,,,,
423,KMX,"CARMAX, INC.",Automotive Retailers,Segment Revenue - New vehicle sales,Segment Revenue,$,$,"segment,  revenue,  new_vehicle,  sales, kmx, carmax, automotive retailers",EventVester,,,,,,
424,KMX,"CARMAX, INC.",Automotive Retailers,Segment Revenue - Other sales and revenues,Segment Revenue,$,$,"segment,  revenue,  other_sales_,  revenues, kmx, carmax, automotive retailers",EventVester,,,,,,
425,KMX,"CARMAX, INC.",Automotive Retailers,Segment Revenue - Used vehicle sales,Segment Revenue,$,$,"segment,  revenue,  used_vehicle_sales, kmx, carmax, automotive retailers",EventVester,,,,,,
426,KMX,"CARMAX, INC.",Automotive Retailers,Segment Revenue - Wholesale vehicle sales,Segment Revenue,$,$,"segment,  revenue,  wholesale_vehicle_sales, kmx, carmax, automotive retailers",EventVester,,,,,,
427,KMX,"CARMAX, INC.",Automotive Retailers,Segment Vehicle Unit Sales - Total new vehicle unit sales,Segment Vehicle Unit Sales,vehicles,$,"segment_vehicle,  unit_sales,  total_sales,  new_vehicles, kmx, carmax, automotive retailers",EventVester,,,,,,
428,KMX,"CARMAX, INC.",Automotive Retailers,Segment Vehicle Unit Sales - Total used vehicle unit sales,Segment Vehicle Unit Sales,units,#,"segment_vehicle,  unit_sales,  total_sales,  used_vehicles, kmx, carmax, automotive retailers",EventVester,,,,,,
429,KMX,"CARMAX, INC.",Automotive Retailers,Segment Vehicle Unit Sales - Total used vehicle unit sales,Segment Vehicle Unit Sales,vehicles,$,"segment_vehicle,  unit_sales,  total_sales,  used_vehicles, kmx, carmax, automotive retailers",EventVester,,,,,,
430,KMX,"CARMAX, INC.",Automotive Retailers,Segment Vehicle Unit Sales - Total wholesale vehicle unit sales,Segment Vehicle Unit Sales,units,#,"segment_vehicle,  unit_sales,  total_wholesale_vehicle,  unit_sales, kmx, carmax, automotive retailers",EventVester,,,,,,
431,KMX,"CARMAX, INC.",Automotive Retailers,Segment Vehicle Unit Sales - Total wholesale vehicle unit sales,Segment Vehicle Unit Sales,vehicles,$,"segment_vehicle,  unit_sales,  total_wholesale_vehicle,  unit_sales, kmx, carmax, automotive retailers",EventVester,,,,,,
432,KMX,"CARMAX, INC.",Automotive Retailers,Vehicle Sales Changes - Used vehicle revenues,Vehicle Sales Changes,%,%,"vehicle,  sales_changes,  used_vehicle,  revenues, kmx, carmax, automotive retailers",EventVester,,,,,,
433,KMX,"CARMAX, INC.",Automotive Retailers,Vehicle Sales Changes - Used vehicle units,Vehicle Sales Changes,%,%,"vehicle,  sales_changes,  used_vehicles, kmx, carmax, automotive retailers",EventVester,,,,,,
434,KMX,"CARMAX, INC.",Automotive Retailers,Vehicle Sales Changes - Wholesale vehicle revenues,Vehicle Sales Changes,%,%,"vehicle,  sales_changes,  wholesale_vehicle,  revenues, kmx, carmax, automotive retailers",EventVester,,,,,,
435,KMX,"CARMAX, INC.",Automotive Retailers,Vehicle Sales Changes - Wholesale vehicle units,Vehicle Sales Changes,%,%,"vehicle,  sales_changes,  wholesale_vehicle_units, kmx, carmax, automotive retailers",EventVester,,,,,,
436,LAD,"Lithia Motors, Inc.",Automotive Retailers,Average gross profit per unit - Finance and insurance gross profit per unit,Average gross profit per unit,$/Unit,$,"gross_profit,  finance,  insurance_,  gross_profit, lad, lithia motors, automotive retailers",EventVester,,,,,,
437,LAD,"Lithia Motors, Inc.",Automotive Retailers,Average gross profit per unit - New vehicle retail gross profit per unit,Average gross profit per unit,$/Unit,$,"gross_profit,  new_vehicle,  retail_,  gross_profit, lad, lithia motors, automotive retailers",EventVester,,,,,,
438,LAD,"Lithia Motors, Inc.",Automotive Retailers,Average gross profit per unit - Total vehicle gross profit per unit,Average gross profit per unit,$/Unit,$,"gross_profit,  total_vehicle_,  gross_profit, lad, lithia motors, automotive retailers",EventVester,,,,,,
439,LAD,"Lithia Motors, Inc.",Automotive Retailers,Average gross profit per unit - Used vehicle retail gross profit per unit,Average gross profit per unit,$/Unit,$,"gross_profit,  used_vehicle_retail_,  gross_profit, lad, lithia motors, automotive retailers",EventVester,,,,,,
440,LAD,"Lithia Motors, Inc.",Automotive Retailers,Driveway Shop units,Driveway Shop units,units,$,"driveway_shop_units, lad, lithia motors, automotive retailers",EventVester,,,,,,
441,LAD,"Lithia Motors, Inc.",Automotive Retailers,E-commerce platform Unit Sales,E-commerce platform Unit Sales,units,$,"unit_sales,  e_commerce_platform,  unit_sales, lad, lithia motors, automotive retailers",EventVester,,,,,,
442,LAD,"Lithia Motors, Inc.",Automotive Retailers,Retail units sold - New vehicle retail unit sales,Retail units sold,vehicles,$,"new_vehicle,  retail,  unit_sales, lad, lithia motors, automotive retailers",EventVester,,,,,,
443,LAD,"Lithia Motors, Inc.",Automotive Retailers,Retail units sold - Used vehicle retail unit sales,Retail units sold,vehicles,$,"used_vehicle_retail,  unit_sales, lad, lithia motors, automotive retailers",EventVester,,,,,,
444,LAD,"Lithia Motors, Inc.",Automotive Retailers,Segment Revenue - Finance and insurance revenue,Segment Revenue,$,$,"segment,  revenue,  finance,  insurance,  revenue, lad, lithia motors, automotive retailers",EventVester,,,,,,
445,LAD,"Lithia Motors, Inc.",Automotive Retailers,Segment Revenue - Fleet and other revenue,Segment Revenue,$,$,"segment,  revenue,  fleet,  revenue, lad, lithia motors, automotive retailers",EventVester,,,,,,
446,LAD,"Lithia Motors, Inc.",Automotive Retailers,Segment Revenue - New vehicle retail revenue,Segment Revenue,$,$,"segment,  revenue,  new_vehicle,  retail,  revenue, lad, lithia motors, automotive retailers",EventVester,,,,,,
447,LAD,"Lithia Motors, Inc.",Automotive Retailers,"Segment Revenue - Service, body and parts revenue",Segment Revenue,$,$,"segment,  revenue,  service,  body,  parts,  revenue, lad, lithia motors, automotive retailers",EventVester,,,,,,
448,LAD,"Lithia Motors, Inc.",Automotive Retailers,Segment Revenue - Used vehicle retail revenue,Segment Revenue,$,$,"segment,  revenue,  used_vehicle_retail,  revenue, lad, lithia motors, automotive retailers",EventVester,,,,,,
449,LAD,"Lithia Motors, Inc.",Automotive Retailers,Segment Revenue - Used vehicle wholesale revenue,Segment Revenue,$,$,"segment,  revenue,  used_vehicle_wholesale,  revenue, lad, lithia motors, automotive retailers",EventVester,,,,,,
450,LAD,"Lithia Motors, Inc.",Automotive Retailers,Unit Sales - New vehicle retail unit sales,Unit Sales,vehicles,$,"unit_sales,  new_vehicle,  retail,  unit_sales, lad, lithia motors, automotive retailers",EventVester,,,,,,
451,LAD,"Lithia Motors, Inc.",Automotive Retailers,Unit Sales - Used vehicle retail unit sales,Unit Sales,vehicles,$,"unit_sales,  used_vehicle_retail,  unit_sales, lad, lithia motors, automotive retailers",EventVester,,,,,,
452,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,comparable store sales,comparable store sales,% decrease yoy,%,"comparable_,  storesales,  comparable_,  storesales, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
453,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,comparable store sales,comparable store sales,% increase,%,"comparable_,  storesales,  comparable_,  storesales, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
454,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,comparable store sales ,comparable store sales ,% increase yoy,%,"comparable_,  storesales,  comparable_,  storesales, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
455,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Revenue by product group - Brakes,Revenue by product group,$,$,"revenue,  product_group,  brakes, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
456,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Revenue by product group - Exhaust,Revenue by product group,$,$,"revenue,  product_group,  exhaust, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
457,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Revenue by product group - Maintenance,Revenue by product group,$,$,"revenue,  product_group,  maintenance, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
458,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Revenue by product group - Other,Revenue by product group,$,$,"revenue,  product_group,  other, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
459,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Revenue by product group - Steering,Revenue by product group,$,$,"revenue,  product_group,  steering, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
460,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Revenue by product group - Tires,Revenue by product group,$,$,"revenue,  product_group,  tires, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
461,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales - alignments - Comparable Store Sales,Segment - comparable store sales,% decrease,%,"segment,  comparable_,  storesales,  alignments,  comparable_,  storesales, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
462,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales - alignments - Comparable Store Sales,Segment - comparable store sales,% decrease yoy,%,"segment,  comparable_,  storesales,  alignments,  comparable_,  storesales, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
463,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales - alignments - Comparable Store Sales,Segment - comparable store sales,% increase,%,"segment,  comparable_,  storesales,  alignments,  comparable_,  storesales, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
464,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales - brakes - comparable store sales,Segment - comparable store sales,% decrease,%,"segment,  comparable_,  storesales,  brakes,  comparable_,  storesales, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
465,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales - brakes - comparable store sales,Segment - comparable store sales,% decrease yoy,%,"segment,  comparable_,  storesales,  brakes,  comparable_,  storesales, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
466,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales - brakes - comparable store sales,Segment - comparable store sales,% increase,%,"segment,  comparable_,  storesales,  brakes,  comparable_,  storesales, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
467,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales - exhaust -comparable store sales,Segment - comparable store sales,% increase,%,"segment,  comparable_,  storesales,  exhaust,  comparable_,  storesales, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
468,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales - Exhaust-comparable store sales,Segment - comparable store sales,% decrease,%,"segment,  comparable_,  storesales,  exhaust_comparable_,  storesales, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
469,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales - Exhaust-comparable store sales,Segment - comparable store sales,% decrease yoy,%,"segment,  comparable_,  storesales,  exhaust_comparable_,  storesales, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
470,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales - front end/shocks - comparable store sales,Segment - comparable store sales,% decrease,%,"segment,  comparable_,  storesales,  front_end,  shocks,  comparable_,  storesales, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
471,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales - front end/shocks - comparable store sales,Segment - comparable store sales,% decrease yoy,%,"segment,  comparable_,  storesales,  front_end,  shocks,  comparable_,  storesales, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
472,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales - front end/shocks - comparable store sales,Segment - comparable store sales,% increase,%,"segment,  comparable_,  storesales,  front_end,  shocks,  comparable_,  storesales, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
473,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales - maintenance services - comparable store sales,Segment - comparable store sales,% decrease,%,"segment,  comparable_,  storesales,  maintenance_services,  comparable_,  storesales, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
474,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales - maintenance services - comparable store sales,Segment - comparable store sales,% decrease yoy,%,"segment,  comparable_,  storesales,  maintenance_services,  comparable_,  storesales, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
475,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales - maintenance services - comparable store sales,Segment - comparable store sales,% increase,%,"segment,  comparable_,  storesales,  maintenance_services,  comparable_,  storesales, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
476,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales - Tires - comparable store sales,Segment - comparable store sales,% decrease,%,"segment,  comparable_,  storesales,  tires,  comparable_,  storesales, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
477,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales - Tires - comparable store sales,Segment - comparable store sales,% decrease yoy,%,"segment,  comparable_,  storesales,  tires,  comparable_,  storesales, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
478,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales - Tires - comparable store sales,Segment - comparable store sales,% increase,%,"segment,  comparable_,  storesales,  tires,  comparable_,  storesales, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
479,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales  - alignments - Comparable Store Sales,Segment - comparable store sales ,% increase yoy,%,"segment,  comparable_,  storesales,  alignments,  comparable_,  storesales, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
480,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales  - brakes - comparable store sales ,Segment - comparable store sales ,% increase yoy%,%,"segment,  comparable_,  storesales,  brakes,  comparable_,  storesales, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
481,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales  - front end/shocks - comparable store sales ,Segment - comparable store sales ,% increase yoy,%,"segment,  comparable_,  storesales,  front_end,  shocks,  comparable_,  storesales, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
482,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales  - maintenance services - comparable store sales ,Segment - comparable store sales ,% increase yoy,%,"segment,  comparable_,  storesales,  maintenance_services,  comparable_,  storesales, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
483,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales  - Tires - comparable store sales ,Segment - comparable store sales ,% increase yoy,%,"segment,  comparable_,  storesales,  tires,  comparable_,  storesales, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
484,MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Store count,Store count,stores,#,"store,  count,  store,  count, mnro, monro muffler brake , automotive retailers",EventVester,,,,,,
485,ORLY,"O'REILLY AUTOMOTIVE, INC.",Automotive Retailers,Segment Sales - Sales,Segment Sales,$,$,"segment_sales,  sales, orly, o'reilly automotive, automotive retailers",EventVester,,,,,,
486,ORLY,"O'REILLY AUTOMOTIVE, INC.",Automotive Retailers,Segment Sales - Sales per weighted-average square foot,Segment Sales,$/sqf,$,"segment_sales,  sales,  weighted_,  square_foot, orly, o'reilly automotive, automotive retailers",EventVester,,,,,,
487,ORLY,"O'REILLY AUTOMOTIVE, INC.",Automotive Retailers,Segment Sales - Sales per weighted-average store,Segment Sales,$/store,$,"segment_sales,  sales,  weighted_average,  store, orly, o'reilly automotive, automotive retailers",EventVester,,,,,,
488,ORLY,"O'REILLY AUTOMOTIVE, INC.",Automotive Retailers,Segment Sales  - Other sales and sales adjustments,Segment Sales ,$,$,"segment_sales,  other_sales,  sales_adjustments, orly, o'reilly automotive, automotive retailers",EventVester,,,,,,
489,ORLY,"O'REILLY AUTOMOTIVE, INC.",Automotive Retailers,Segment Sales  - Sales to do-it-yourself customers,Segment Sales ,$,$,"segment_sales,  sales,  DIY,  customers, orly, o'reilly automotive, automotive retailers",EventVester,,,,,,
490,ORLY,"O'REILLY AUTOMOTIVE, INC.",Automotive Retailers,Segment Sales  - Sales to professional service provider customers,Segment Sales ,$,$,"segment_sales,  sales,  professional_service_provider,  customers, orly, o'reilly automotive, automotive retailers",EventVester,,,,,,
491,ORLY,"O'REILLY AUTOMOTIVE, INC.",Automotive Retailers,Store and Team Member Information - Sales per weighted-average square foot,Store and Team Member Information,$/sqf,$,"sales,  weighted_,  square_foot, orly, o'reilly automotive, automotive retailers",EventVester,,,,,,
492,ORLY,"O'REILLY AUTOMOTIVE, INC.",Automotive Retailers,Store and Team Member Information - Sales per weighted-average store,Store and Team Member Information,$/store,$,"sales,  weighted_average,  store, orly, o'reilly automotive, automotive retailers",EventVester,,,,,,
493,ORLY,"O'REILLY AUTOMOTIVE, INC.",Automotive Retailers,Store and Team Member Information - Square footage (in thousands),Store and Team Member Information,stores,$,"square_footage, orly, o'reilly automotive, automotive retailers",EventVester,,,,,,
494,ORLY,"O'REILLY AUTOMOTIVE, INC.",Automotive Retailers,Store Count - Ending total store count,Store Count,stores,$,"store,  count,  ending_total,  store,  count, orly, o'reilly automotive, automotive retailers",EventVester,,,,,,
495,PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Average gross profit - Average gross profit per new truck retailed,Average gross profit,$/truck,$,"average,  gross_profit,  average,  gross_profit,  per_new_truck_retail, pag, penske automotive group, automotive retailers",EventVester,,,,,,
496,PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Average gross profit - Average gross profit per new vehicle retailed,Average gross profit,$/vehicle,$,"average,  gross_profit,  average,  gross_profit,  per_new_vehicle,  retail, pag, penske automotive group, automotive retailers",EventVester,,,,,,
497,PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Average gross profit - Average gross profit per used truck retailed,Average gross profit,$/truck,$,"average,  gross_profit,  average,  gross_profit,  per_used_truck_retail, pag, penske automotive group, automotive retailers",EventVester,,,,,,
498,PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Average gross profit - Average gross profit per used vehicle retailed,Average gross profit,$/vehicle,$,"average,  gross_profit,  average,  gross_profit,  perused_vehicles,  retail, pag, penske automotive group, automotive retailers",EventVester,,,,,,
499,PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Geographic Revenue - North America,Geographic Revenue,%,%,"geographic,  revenue,  north_america, pag, penske automotive group, automotive retailers",EventVester,,,,,,
500,PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Geographic Revenue - Other International,Geographic Revenue,%,%,"geographic,  revenue,  other_international, pag, penske automotive group, automotive retailers",EventVester,,,,,,
501,PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Geographic Revenue - U.K.,Geographic Revenue,%,%,"geographic,  revenue,  u.k., pag, penske automotive group, automotive retailers",EventVester,,,,,,
502,PAG,"Penske Automotive Group, Inc.",Automotive Retailers,New retail sales revenue per unit,New retail sales revenue per unit,$/unit,$,"revenue,  new_retail_sales,  revenue,  unit, pag, penske automotive group, automotive retailers",EventVester,,,,,,
503,PAG,"Penske Automotive Group, Inc.",Automotive Retailers,New retail unit sales,New retail unit sales,units,$,"new_retail,  unit_sales,  new_retail,  unit_sales, pag, penske automotive group, automotive retailers",EventVester,,,,,,
504,PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Revenue by Segment - Commercial Vehicles Australia/Power Systems,Revenue by Segment,$,$,"revenue,  segment,  commercial_vehicles_australia,  power_systems, pag, penske automotive group, automotive retailers",EventVester,,,,,,
505,PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Revenue by Segment - Retail Automotive,Revenue by Segment,$,$,"revenue,  segment,  retail_automotive, pag, penske automotive group, automotive retailers",EventVester,,,,,,
506,PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Revenue by Segment - Retail Commercial Trucks,Revenue by Segment,$,$,"revenue,  segment,  retail_commercial_trucks, pag, penske automotive group, automotive retailers",EventVester,,,,,,
507,PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Same-store average gross profit - Same-store average gross profit per new truck retailed,Same-store average gross profit,$/truck,$,"same_store,  gross_profit,  same_store,  gross_profit,  per_new_truck_retail, pag, penske automotive group, automotive retailers",EventVester,,,,,,
508,PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Same-store average gross profit - Same-store average gross profit per new vehicle retailed,Same-store average gross profit,$/vehicle,$,"same_store,  gross_profit,  same_store,  gross_profit,  per_new_vehicle,  retail, pag, penske automotive group, automotive retailers",EventVester,,,,,,
509,PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Same-store average gross profit - Same-store average gross profit per used truck retailed,Same-store average gross profit,$/truck,$,"same_store,  gross_profit,  same_store,  gross_profit,  per_used_truck_retail, pag, penske automotive group, automotive retailers",EventVester,,,,,,
510,PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Same-store average gross profit - Same-store average gross profit per used vehicle retailed,Same-store average gross profit,$/vehicle,$,"same_store,  gross_profit,  same_store,  gross_profit,  perused_vehicles,  retail, pag, penske automotive group, automotive retailers",EventVester,,,,,,
511,PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Same-store new retail sales - Same-store new retail sales revenue per unit,Same-store new retail sales,$/unit,$,"same_,  same_,  storenew_retail_sales,  revenue,  unit, pag, penske automotive group, automotive retailers",EventVester,,,,,,
512,PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Same-store new retail unit sales,Same-store new retail unit sales,stores,$,"same_,  storenew_retail,  unit_sales,  same_,  storenew_retail,  unit_sales, pag, penske automotive group, automotive retailers",EventVester,,,,,,
513,PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Same-store used retail sales revenue per unit,Same-store used retail sales revenue per unit,$/unit,$,"same_revenue,  same_,  storeused_retail_sales,  revenue,  unit, pag, penske automotive group, automotive retailers",EventVester,,,,,,
514,PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Same-store used retail unit sales,Same-store used retail unit sales,stores,$,"same_unit_sales,  same_,  storeused_retail,  unit_sales, pag, penske automotive group, automotive retailers",EventVester,,,,,,
515,PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Used retail sales revenue per unit,Used retail sales revenue per unit,$/unit,$,"revenue,  used_retail_sales,  revenue,  unit, pag, penske automotive group, automotive retailers",EventVester,,,,,,
516,PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Used retail unit sales,Used retail unit sales,units,$,"used_retail,  unit_sales,  used_retail,  unit_sales, pag, penske automotive group, automotive retailers",EventVester,,,,,,
517,RUSHA,RUSH ENTERPRISES INC,Automotive Retailers,Absorption ratio,Absorption ratio,%,%,"absorption_ratio, rusha, rush enterprises , automotive retailers",EventVester,,,,,,
518,RUSHA,RUSH ENTERPRISES INC,Automotive Retailers,Segment Revenue - Finance and insurance Sales,Segment Revenue,$,$,"segment,  revenue,  finance,  insurance_sales, rusha, rush enterprises , automotive retailers",EventVester,,,,,,
519,RUSHA,RUSH ENTERPRISES INC,Automotive Retailers,Segment Revenue - Lease and rental Sales,Segment Revenue,$,$,"segment,  revenue,  lease,  rental_sales, rusha, rush enterprises , automotive retailers",EventVester,,,,,,
520,RUSHA,RUSH ENTERPRISES INC,Automotive Retailers,Segment Revenue - New and used commercial vehicle sales,Segment Revenue,$,$,"segment,  revenue,  new,  used_commercial_vehicle_sales, rusha, rush enterprises , automotive retailers",EventVester,,,,,,
521,RUSHA,RUSH ENTERPRISES INC,Automotive Retailers,Segment Revenue - Other Sales,Segment Revenue,$,$,"segment,  revenue,  other_sales, rusha, rush enterprises , automotive retailers",EventVester,,,,,,
522,RUSHA,RUSH ENTERPRISES INC,Automotive Retailers,Segment Revenue - Parts and service sales,Segment Revenue,$,$,"segment,  revenue,  parts,  service_sales, rusha, rush enterprises , automotive retailers",EventVester,,,,,,
523,RUSHA,RUSH ENTERPRISES INC,Automotive Retailers,sold  commercial trucks - sold commercial trucks,sold  commercial trucks,Trucks,#,"sold_commercial_trucks, rusha, rush enterprises , automotive retailers",EventVester,,,,,,
524,RUSHA,RUSH ENTERPRISES INC,Automotive Retailers,Sub-Segment Revenue - New heavy-duty vehicles - New and used commercial vehicle sales,Sub-Segment Revenue,$,$,"sub_segment,  revenue,  new_heavy_duty_vehicles,  _new,  used_commercial_vehicle_sales, rusha, rush enterprises , automotive retailers",EventVester,,,,,,
525,RUSHA,RUSH ENTERPRISES INC,Automotive Retailers,Sub-Segment Revenue - New light-duty vehicles - New and used commercial vehicle sales,Sub-Segment Revenue,$,$,"sub_segment,  revenue,  new_light_duty_vehicles,  _new,  used_commercial_vehicle_sales, rusha, rush enterprises , automotive retailers",EventVester,,,,,,
526,RUSHA,RUSH ENTERPRISES INC,Automotive Retailers,Sub-Segment Revenue - New medium-duty vehicles (including bus sales revenue) - New and used commercial vehicle sales,Sub-Segment Revenue,$,$,"sub_segment,  revenue,  new_medium_duty_vehicles_(luding_bus_sales,  revenue),  _new,  used_commercial_vehicle_sales, rusha, rush enterprises , automotive retailers",EventVester,,,,,,
527,RUSHA,RUSH ENTERPRISES INC,Automotive Retailers,Sub-Segment Revenue - Other vehicles - New and used commercial vehicle sales,Sub-Segment Revenue,$,$,"sub_segment,  revenue,  other_vehicles,  _new,  used_commercial_vehicle_sales, rusha, rush enterprises , automotive retailers",EventVester,,,,,,
528,RUSHA,RUSH ENTERPRISES INC,Automotive Retailers,Sub-Segment Revenue - Used vehicles - New and used commercial vehicle sales,Sub-Segment Revenue,$,$,"sub_segment,  revenue,  used_vehicles,  _new,  used_commercial_vehicle_sales, rusha, rush enterprises , automotive retailers",EventVester,,,,,,
529,SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Gross Profit Per Unit by segment - EchoPark Same Market-Total used vehicle and F&I,Gross Profit Per Unit by segment,$,$,"gross_profit,  by_segment,  echopark_same_market_totalused_vehiclesi, sah, sonic automotive, automotive retailers",EventVester,,,,,,
