,Ticker,Company Name,Industry,kpi_name,kpi_category,kpi_unit,kpi output type,kpi_description,kpi_tags,kpi source,kpi calc type,kpi formula,var_b_type,var_a_name,var_b_type,var_b_name
327,CPRT,COPART INC,Automotive Retailers,Segment Revenue - International Revenue,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  international,  revenue, cprt, copart , automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
328,CPRT,COPART INC,Automotive Retailers,Segment Revenue - Service revenues,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  service,  revenues, cprt, copart , automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
329,CPRT,COPART INC,Automotive Retailers,Segment Revenue - United States Revenue,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  united_states,  revenue, cprt, copart , automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
330,CPRT,COPART INC,Automotive Retailers,Segment Revenue - Vehicle sales,Segment Revenue,$,$,Currency value of Segment Vehicle Sales Revenue,"segment,  revenue,  vehicle_sales, cprt, copart , automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Vehicle Sales Revenue,n,Number of Segments
331,CRMT,AMERICA'S CAR-MART INC,Automotive Retailers,Gross profit - Total gross profit per retail unit sold,Gross profit,$,$,Currency value of Total Gross Profit per Unit sold,"gross_profit,  total,  gross_profit,  per_retail_unit_sold, crmt, america's car-mart , automotive retailers",EventVester,,SUM(A1+A2+...+An)/n,Ai,Total Gross Profit per Unit sold,n,Number of Units Sold
332,CRMT,AMERICA'S CAR-MART INC,Automotive Retailers,Price - Average Retail Sales Price ,Price,%,%,Percentage of Average Sales Price,"price,  retail_sales_price, crmt, america's car-mart , automotive retailers",EventVester,,SUM(A1+A2+...+An)/n,Ai,Average Sales Price,n,Number of Units Sold
333,CRMT,AMERICA'S CAR-MART INC,Automotive Retailers,Sales - Retail units sold ,Sales,%,%,Percentage of Sales sold,"sales,  retail_units_sold, crmt, america's car-mart , automotive retailers",EventVester,,(A-B)/A,A,Sales sold,B, Sales previous period
334,CRMT,AMERICA'S CAR-MART INC,Automotive Retailers,Sales - Unit Sales Volume,Sales,%,%,Percentage of Sales,"sales,  unit_sales_volume, crmt, america's car-mart , automotive retailers",EventVester,,(A-B)/A,A,Sales,B, Sales previous period
335,CRMT,AMERICA'S CAR-MART INC,Automotive Retailers,Segment Revenue - Interest income Revenue,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  interest_ome,  revenue, crmt, america's car-mart , automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
336,CRMT,AMERICA'S CAR-MART INC,Automotive Retailers,Segment Revenue - Sales Revenue,Segment Revenue,$,$,Currency value of Segment Sales Revenue,"segment,  revenue,  sales,  revenue, crmt, america's car-mart , automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Sales Revenue,n,Number of Segments
337,CRMT,AMERICA'S CAR-MART INC,Automotive Retailers,Sub-Segment Revenue - Accident protection plan revenue,Sub-Segment Revenue,$,$,Currency value of Segment Revenue,"sub_segment,  revenue,  accident_protection_plan,  revenue, crmt, america's car-mart , automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
338,CRMT,AMERICA'S CAR-MART INC,Automotive Retailers,Sub-Segment Revenue - Sales Ã¢â‚¬â€œ used autos,Sub-Segment Revenue,$,$,Currency value of Segment Sales Revenue,"sub_segment,  revenue,  sales_ã¢â‚¬â€œ_used_autos, crmt, america's car-mart , automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Sales Revenue,n,Number of Segments
339,CRMT,AMERICA'S CAR-MART INC,Automotive Retailers,Sub-Segment Revenue - Service contract sales,Sub-Segment Revenue,$,$,Currency value of Segment Sales Revenue,"sub_segment,  revenue,  service_contract_sales, crmt, america's car-mart , automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Sales Revenue,n,Number of Segments
340,CRMT,AMERICA'S CAR-MART INC,Automotive Retailers,Sub-Segment Revenue - Wholesales third party,Sub-Segment Revenue,$,$,Currency value of Segment Sales Revenue,"sub_segment,  revenue,  wholesales_third_party, crmt, america's car-mart , automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Sales Revenue,n,Number of Segments
341,CVNA,Carvana Co,Automotive Retailers,Retail Units Sold - Cars,Retail Units Sold,% increase yoy,%,Percentage of sold,"cars, cvna, carvana co, automotive retailers",EventVester,,A,A,Retail Units Sold,, 
342,CVNA,Carvana Co,Automotive Retailers,Retail Units Sold - Cars,Retail Units Sold,units,$,Currency value of sold,"cars, cvna, carvana co, automotive retailers",EventVester,,A,A,Retail Units Sold,, 
343,CVNA,Carvana Co,Automotive Retailers,Segment Revenue - Other sales and revenues,Segment Revenue,$,$,Currency value of Segment Sales Revenue,"segment,  revenue,  other_sales_,  revenues, cvna, carvana co, automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Sales Revenue,n,Number of Segments
344,CVNA,Carvana Co,Automotive Retailers,"Segment Revenue - Used vehicle sales, net",Segment Revenue,$,$,Currency value of Segment Net Vehicle Sales Revenue,"segment,  revenue,  used_vehicle_sales,  net, cvna, carvana co, automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Net Vehicle Sales Revenue,n,Number of Segments
345,CVNA,Carvana Co,Automotive Retailers,Segment Revenue - Wholesale vehicle sales,Segment Revenue,$,$,Currency value of Segment Vehicle Sales Revenue,"segment,  revenue,  wholesale_vehicle_sales, cvna, carvana co, automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Vehicle Sales Revenue,n,Number of Segments
346,CVNA,Carvana Co,Automotive Retailers,Vehicles Purchased - % Increase Customers,Vehicles Purchased,%,%,Percentage of Increase in Customers vehicles,"%_rease_customers, cvna, carvana co, automotive retailers",EventVester,,(A-B)/A,A,Increase in Customers vehicles,B, Vehicles Purchase previous period
347,CWH,Camping World Holdings Inc,Automotive Retailers,Average gross profit per unit - New vehicles,Average gross profit per unit,$,$,Currency value of Average Gross Profit per Unit New vehicles,"gross_profit,  new_vehicles, cwh, camping world holdings , automotive retailers",EventVester,,SUM(A1+A2+...+An)/n,Ai,Average Gross Profit per Unit New vehicles,n,Number of Units
348,CWH,Camping World Holdings Inc,Automotive Retailers,Average gross profit per unit - Used vehicles,Average gross profit per unit,$,$,Currency value of Average Gross Profit per Unit vehicles,"gross_profit,  used_vehicles, cwh, camping world holdings , automotive retailers",EventVester,,SUM(A1+A2+...+An)/n,Ai,Average Gross Profit per Unit vehicles,n,Number of Units
349,CWH,Camping World Holdings Inc,Automotive Retailers,Average selling price - New vehicles,Average selling price,$,$,Currency value of Average New Selling Price vehicles,"selling_price,  new_vehicles, cwh, camping world holdings , automotive retailers",EventVester,,SUM(A1+A2+...+An)/n,Ai,Average New Selling Price vehicles,n,Number of Units
350,CWH,Camping World Holdings Inc,Automotive Retailers,Average selling price - Used vehicles,Average selling price,$,$,Currency value of Average Selling Price vehicles,"selling_price,  used_vehicles, cwh, camping world holdings , automotive retailers",EventVester,,SUM(A1+A2+...+An)/n,Ai,Average Selling Price vehicles,n,Number of Units
351,CWH,Camping World Holdings Inc,Automotive Retailers,Customers - Active Customers,Customers,#,#,Number of Customers,"customers,  active_customers, cwh, camping world holdings , automotive retailers",EventVester,,A,A,Customers,, 
352,CWH,Camping World Holdings Inc,Automotive Retailers,Good Sam Club members,Good Sam Club members,#,#,Number of Members,"good_sam_club,  members,  good_sam_club,  members, cwh, camping world holdings , automotive retailers",EventVester,,A,A,Members,, 
353,CWH,Camping World Holdings Inc,Automotive Retailers,Number of store locations,Number of store locations,stores,#,Number of Store Locations,"storelocations,  storelocations, cwh, camping world holdings , automotive retailers",EventVester,,"COUNT(A1, A2,…,An)",Ai,Stores Locations,n,Number of Stores
354,CWH,Camping World Holdings Inc,Automotive Retailers,Retail locations - Other retail stores,Retail locations,stores,#,Number of Store Locations,"other_retail,  stores, cwh, camping world holdings , automotive retailers",EventVester,,"COUNT(A1, A2,…,An)",Ai,Stores Locations,n,Number of Stores
355,CWH,Camping World Holdings Inc,Automotive Retailers,Retail locations - RV dealerships,Retail locations,#,#,Number of Dealerships Locations,"rv_dealerships, cwh, camping world holdings , automotive retailers",EventVester,,A,A,Dealerships Locations,, 
356,CWH,Camping World Holdings Inc,Automotive Retailers,Retail locations - RV service & retail centers,Retail locations,#,#,Number of Locations,"rv_service,  retail_centers, cwh, camping world holdings , automotive retailers",EventVester,,A,A,Locations,, 
357,CWH,Camping World Holdings Inc,Automotive Retailers,Same store locations,Same store locations,Locations,#,Number of Store Locations,"same_,  storelocations,  same_,  storelocations, cwh, camping world holdings , automotive retailers",EventVester,,"COUNT(A1, A2,…,An)",Ai,Stores Locations,n,Number of Stores
358,CWH,Camping World Holdings Inc,Automotive Retailers,Same store unit sales - New vehicles,Same store unit sales,stores,$,Currency value of New Store Sales vehicles,"same_store,  unit_sales,  new_vehicles, cwh, camping world holdings , automotive retailers",EventVester,,A-B,A,New Stores Sales vehicles,B, Stores
359,CWH,Camping World Holdings Inc,Automotive Retailers,Same store unit sales - Used vehicles,Same store unit sales,stores,$,Currency value of Store Sales vehicles,"same_store,  unit_sales,  used_vehicles, cwh, camping world holdings , automotive retailers",EventVester,,A-B,A,Stores Sales vehicles,B, Stores
360,CWH,Camping World Holdings Inc,Automotive Retailers,Segment Revenue - Good Sam Services and Plans Revenue,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  good_sam_services,  plans,  revenue, cwh, camping world holdings , automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
361,CWH,Camping World Holdings Inc,Automotive Retailers,Segment Revenue - RV and Outdoor Retail Revenue,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  rv,  outdoor_retail,  revenue, cwh, camping world holdings , automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
362,CWH,Camping World Holdings Inc,Automotive Retailers,Unit sales - New vehicles,Unit sales,vehicles,$,Currency value of New Sales vehicles,"unit_sales,  new_vehicles, cwh, camping world holdings , automotive retailers",EventVester,,A,A,New Sales vehicles,, 
363,CWH,Camping World Holdings Inc,Automotive Retailers,Unit sales - New vehicles sales,Unit sales,$,$,Currency value of New Sales vehicles,"unit_sales,  new_vehicles_sales, cwh, camping world holdings , automotive retailers",EventVester,,A,A,New Sales vehicles,, 
364,CWH,Camping World Holdings Inc,Automotive Retailers,"Unit sales - Used vehicles	sales",Unit sales,$,$,Currency value of Sales vehicles,"unit_sales,  used_vehicles	sales, cwh, camping world holdings , automotive retailers",EventVester,,A,A,Sales vehicles,, 
365,CWH,Camping World Holdings Inc,Automotive Retailers,Unit sales - Used vehicles,Unit sales,vehicles,$,Currency value of Sales vehicles,"unit_sales,  used_vehicles, cwh, camping world holdings , automotive retailers",EventVester,,A,A,Sales vehicles,, 
366,CWH,Camping World Holdings Inc,Automotive Retailers,Vehicle inventory per location - New vehicle inventory per dealer location,Vehicle inventory per location,$,$,Currency value of per Unit New Vehicle Locations inventory,"vehicle,  inventory,  per_location,  new_vehicle,  inventory,  dealer_location, cwh, camping world holdings , automotive retailers",EventVester,,A/B,A,per Unit New Vehicle Locations inventory,B, Locations
367,CWH,Camping World Holdings Inc,Automotive Retailers,Vehicle inventory per location - Used vehicle inventory per dealer location,Vehicle inventory per location,$,$,Currency value of per Unit Vehicle Locations inventory,"vehicle,  inventory,  per_location,  used_vehicle_inventory,  dealer_location, cwh, camping world holdings , automotive retailers",EventVester,,A/B,A,per Unit Vehicle Locations inventory,B, Locations
368,DRVN,Driven Brands Holdings Inc,Automotive Retailers,Revenue by Type - Advertising contributions,Revenue by Type,$,$,Currency value of Revenue,"revenue,  advertising_contributions, drvn, driven brands holdings , automotive retailers",EventVester,,A,A,Revenue,, 
369,DRVN,Driven Brands Holdings Inc,Automotive Retailers,Revenue by Type - Company-operated store sales,Revenue by Type,$,$,Currency value of Store Sales Revenue,"revenue,  company_operated,  storesales, drvn, driven brands holdings , automotive retailers",EventVester,,A,A,Stores Sales Revenue,, 
370,DRVN,Driven Brands Holdings Inc,Automotive Retailers,Revenue by Type - Franchise royalties and fees,Revenue by Type,$,$,Currency value of Franchise Revenue,"revenue,  franchise_royalties,  fees, drvn, driven brands holdings , automotive retailers",EventVester,,A,A,Franchise Revenue,, 
371,DRVN,Driven Brands Holdings Inc,Automotive Retailers,Revenue by Type - Independently-operated store sales,Revenue by Type,$,$,Currency value of Store Sales Revenue,"revenue,  independently_operated,  storesales, drvn, driven brands holdings , automotive retailers",EventVester,,A,A,Stores Sales Revenue,, 
372,DRVN,Driven Brands Holdings Inc,Automotive Retailers,Revenue by Type - Supply and other revenue,Revenue by Type,$,$,Currency value of Revenue,"revenue,  supply,  other,  revenue, drvn, driven brands holdings , automotive retailers",EventVester,,A,A,Revenue,, 
373,DRVN,Driven Brands Holdings Inc,Automotive Retailers,Same-Store Sales - Car Wash,Same-Store Sales,%,%,Percentage of Store Sales,"same_,  storesales,  car_wash, drvn, driven brands holdings , automotive retailers",EventVester,,(A-B)/A,A,Stores Sales,B, Sales previous period
374,DRVN,Driven Brands Holdings Inc,Automotive Retailers,Same-Store Sales - Maintenance,Same-Store Sales,%,%,Percentage of Store Sales,"same_,  storesales,  maintenance, drvn, driven brands holdings , automotive retailers",EventVester,,(A-B)/A,A,Stores Sales,B, Sales previous period
375,DRVN,Driven Brands Holdings Inc,Automotive Retailers,"Same-Store Sales - Paint, Collision & Glass",Same-Store Sales,%,%,Percentage of Store Sales,"same_,  storesales,  paint,  collision,  glass, drvn, driven brands holdings , automotive retailers",EventVester,,(A-B)/A,A,Stores Sales,B, Sales previous period
376,DRVN,Driven Brands Holdings Inc,Automotive Retailers,Same-Store Sales - Platform Services,Same-Store Sales,%,%,Percentage of Store Sales,"same_,  storesales,  platform_services, drvn, driven brands holdings , automotive retailers",EventVester,,(A-B)/A,A,Stores Sales,B, Sales previous period
377,DRVN,Driven Brands Holdings Inc,Automotive Retailers,Segment Revenue - Car Wash,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  car_wash, drvn, driven brands holdings , automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
378,DRVN,Driven Brands Holdings Inc,Automotive Retailers,Segment Revenue - Corporate / Other,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  corporate_,  _other, drvn, driven brands holdings , automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
379,DRVN,Driven Brands Holdings Inc,Automotive Retailers,Segment Revenue - Maintenance,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  maintenance, drvn, driven brands holdings , automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
380,DRVN,Driven Brands Holdings Inc,Automotive Retailers,"Segment Revenue - Paint, Collision & Glass",Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  paint,  collision,  glass, drvn, driven brands holdings , automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
381,DRVN,Driven Brands Holdings Inc,Automotive Retailers,Segment Revenue - Platform Services,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  platform_services, drvn, driven brands holdings , automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
382,DRVN,Driven Brands Holdings Inc,Automotive Retailers,Store Count - Car Wash,Store Count,stores,$,Currency value of Store Count,"store,  count,  car_wash, drvn, driven brands holdings , automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Stores Count,n,Number of Stores
383,DRVN,Driven Brands Holdings Inc,Automotive Retailers,Store Count - Maintenance,Store Count,stores,$,Currency value of Store Count,"store,  count,  maintenance, drvn, driven brands holdings , automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Stores Count,n,Number of Stores
384,DRVN,Driven Brands Holdings Inc,Automotive Retailers,"Store Count - Paint, Collision & Glass",Store Count,stores,$,Currency value of Store Count,"store,  count,  paint,  collision,  glass, drvn, driven brands holdings , automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Stores Count,n,Number of Stores
385,DRVN,Driven Brands Holdings Inc,Automotive Retailers,Store Count - Platform Services,Store Count,stores,$,Currency value of Store Count,"store,  count,  platform_services, drvn, driven brands holdings , automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Stores Count,n,Number of Stores
386,GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Average sales price per unit sold - New vehicle retail,Average sales price per unit sold,$,$,Currency value of Average per Unit New Vehicle Sales Price sold,"sales_price,  unit_sold,  new_vehicle,  retail, gpi, group 1 automotive, automotive retailers",EventVester,,A-B,A,Average per Unit New Vehicle Sales Price sold,B, New Vehicles Sold
387,GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Average sales price per unit sold - Used vehicle retail,Average sales price per unit sold,$,$,Currency value of Average per Unit Vehicle Sales Price sold,"sales_price,  unit_sold,  used_vehicle_retail, gpi, group 1 automotive, automotive retailers",EventVester,,A-B,A,Average per Unit Vehicle Sales Price sold,B, Used Vehicles Sold
388,GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Gross profit per unit sold - New vehicle retail sales,Gross profit per unit sold,$,$,Currency value of Gross Profit per Unit New Vehicle Sales sold,"gross_profit,  new_vehicle,  retail_sales, gpi, group 1 automotive, automotive retailers",EventVester,,A/B,A,Gross Profit per Unit New Vehicle Sales sold,B, Units Sold
389,GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Gross profit per unit sold - Total used,Gross profit per unit sold,$,$,Currency value of Total Gross Profit per Unit sold,"gross_profit,  total_used, gpi, group 1 automotive, automotive retailers",EventVester,,A/B,A,Total Gross Profit per Unit sold,B, Units Sold
390,GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Gross profit per unit sold - Used vehicle retail sales,Gross profit per unit sold,$,$,Currency value of Gross Profit per Unit Vehicle Sales sold,"gross_profit,  used_vehicle_retail_sales, gpi, group 1 automotive, automotive retailers",EventVester,,A/B,A,Gross Profit per Unit Vehicle Sales sold,B, Units Sold
391,GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Gross profit per unit sold - Used vehicle wholesale sales,Gross profit per unit sold,$,$,Currency value of Gross Profit per Unit Vehicle Sales sold,"gross_profit,  used_vehicle_wholesale_sales, gpi, group 1 automotive, automotive retailers",EventVester,,A/B,A,Gross Profit per Unit Vehicle Sales sold,B, Units Sold
392,GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Revenue by geographic area - Brazil Revenue,Revenue by geographic area,$,$,Currency value of Geographic Revenue,"revenue,  geographic_area,  brazil,  revenue, gpi, group 1 automotive, automotive retailers",EventVester,,A,A,Geographic Revenue,, 
393,GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Revenue by geographic area - U.K. Revenue,Revenue by geographic area,$,$,Currency value of Geographic Revenue,"revenue,  geographic_area,  u.k.,  revenue, gpi, group 1 automotive, automotive retailers",EventVester,,A,A,Geographic Revenue,, 
394,GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Revenue by geographic area - U.S. Revenue,Revenue by geographic area,$,$,Currency value of Geographic Revenue,"revenue,  geographic_area,  us,  revenue, gpi, group 1 automotive, automotive retailers",EventVester,,A,A,Geographic Revenue,, 
395,GPI,"Group 1 Automotive, Inc.",Automotive Retailers,"Segment Revenue - Finance, insurance and other, net",Segment Revenue,$,$,Currency value of Segment Net Revenue,"segment,  revenue,  finance,  insurance,  other,  net, gpi, group 1 automotive, automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Net Revenue,n,Number of Segments
396,GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Segment Revenue - New vehicle retail sales,Segment Revenue,$,$,Currency value of Segment New Vehicle Sales Revenue,"segment,  revenue,  new_vehicle,  retail_sales, gpi, group 1 automotive, automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment New Vehicle Sales Revenue,n,Number of Segments
397,GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Segment Revenue - Parts and service sales,Segment Revenue,$,$,Currency value of Segment Sales Revenue,"segment,  revenue,  parts,  service_sales, gpi, group 1 automotive, automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Sales Revenue,n,Number of Segments
398,GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Segment Revenue - Used vehicle retail sales,Segment Revenue,$,$,Currency value of Segment Vehicle Sales Revenue,"segment,  revenue,  used_vehicle_retail_sales, gpi, group 1 automotive, automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Vehicle Sales Revenue,n,Number of Segments
399,GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Segment Revenue - Used vehicle wholesale sales,Segment Revenue,$,$,Currency value of Segment Vehicle Sales Revenue,"segment,  revenue,  used_vehicle_wholesale_sales, gpi, group 1 automotive, automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Vehicle Sales Revenue,n,Number of Segments
400,GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Units sold - Retail new vehicles sold,Units sold,vehicles,$,Currency value of New vehicles sold,"units_sold,  retail_new,  vehicles_sold, gpi, group 1 automotive, automotive retailers",EventVester,,A,A,New vehicles sold,, 
401,GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Units sold - Retail used vehicles sold,Units sold,vehicles,$,Currency value of vehicles sold,"units_sold,  retail,  used_vehicles, gpi, group 1 automotive, automotive retailers",EventVester,,A,A,vehicles sold,, 
402,GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Units sold - Wholesale used vehicles sold,Units sold,vehicles,$,Currency value of vehicles sold,"units_sold,  wholesale,  used_vehicles, gpi, group 1 automotive, automotive retailers",EventVester,,A,A,vehicles sold,, 
403,IAA,Insurance Auto Auctions Inc.,Automotive Retailers,Revenue by geographic area - International Revenue,Revenue by geographic area,$,$,Currency value of Geographic Revenue,"revenue,  geographic_area,  international,  revenue, iaa, insurance auto auctions , automotive retailers",EventVester,,A,A,Geographic Revenue,, 
404,IAA,Insurance Auto Auctions Inc.,Automotive Retailers,Revenue by geographic area - United States Revenue,Revenue by geographic area,$,$,Currency value of Geographic Revenue,"revenue,  geographic_area,  united_states,  revenue, iaa, insurance auto auctions , automotive retailers",EventVester,,A,A,Geographic Revenue,, 
405,IAA,Insurance Auto Auctions Inc.,Automotive Retailers,Revenue by Segment - Service revenues,Revenue by Segment,$,$,Currency value of Segment Revenue,"revenue,  segment,  service,  revenues, iaa, insurance auto auctions , automotive retailers",EventVester,,A,A,Segment Revenue,0, Segment Revenue previous period
406,IAA,Insurance Auto Auctions Inc.,Automotive Retailers,Revenue by Segment - Vehicle sales,Revenue by Segment,$,$,Currency value of Segment Vehicle Sales Revenue,"revenue,  segment,  vehicle_sales, iaa, insurance auto auctions , automotive retailers",EventVester,,A,A,Segment Vehicle Sales Revenue,0, Segment Revenue previous period
407,KAR,"KAR Auction Services, Inc.",Automotive Retailers,Active dealers,Active dealers,Dealers,#,Number of Active Dealers,"active_dealers,  active_dealers, kar, kar auction services, automotive retailers",EventVester,,A,A,Active Dealers,, 
408,KAR,"KAR Auction Services, Inc.",Automotive Retailers,Land - Acres of land per site,Land,acres,#,Number of per Unit,"acres_l,  site, kar, kar auction services, automotive retailers",EventVester,,A,A,per Unit,, 
409,KAR,"KAR Auction Services, Inc.",Automotive Retailers,Number of locations,Number of locations,Locations,#,Number of Locations,"locations,  locations, kar, kar auction services, automotive retailers",EventVester,,A,A,Locations,, 
410,KAR,"KAR Auction Services, Inc.",Automotive Retailers,Private label websites,Private label websites,Websites,#,Number of Website,"private_label_websites, kar, kar auction services, automotive retailers",EventVester,,A,A,Website,, 
411,KAR,"KAR Auction Services, Inc.",Automotive Retailers,Sale of used vehicles,Sale of used vehicles,$,$,Currency value of vehicles,"sale_used_vehicles, kar, kar auction services, automotive retailers",EventVester,,A,A,vehicles,, 
412,KAR,"KAR Auction Services, Inc.",Automotive Retailers,Segment Revenue - Auction fees,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  auction_fees, kar, kar auction services, automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
413,KAR,"KAR Auction Services, Inc.",Automotive Retailers,Segment Revenue - Finance-related revenue,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  finance_related,  revenue, kar, kar auction services, automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
414,KAR,"KAR Auction Services, Inc.",Automotive Retailers,Segment Revenue - Purchased vehicle sales,Segment Revenue,$,$,Currency value of Segment Vehicle Sales Revenue,"segment,  revenue,  purchased_vehicle_sales, kar, kar auction services, automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Vehicle Sales Revenue,n,Number of Segments
415,KAR,"KAR Auction Services, Inc.",Automotive Retailers,Segment Revenue - Service revenue,Segment Revenue,$,$,Currency value of Segment Revenue,"segment,  revenue,  service,  revenue, kar, kar auction services, automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment Revenue,n,Number of Segments
416,KAR,"KAR Auction Services, Inc.",Automotive Retailers,Vehicles - Vehicles floorplanned by AFC,Vehicles,%,%,Percentage of vehicles,"vehicles,  vehicles_floorplanned_by_afc, kar, kar auction services, automotive retailers",EventVester,,A,A,vehicles,, 
417,KMX,"CARMAX, INC.",Automotive Retailers,Average Selling Price - Used vehicles,Average Selling Price,$ per unit,R,Ratio of Average Selling Price vehicles,"selling_price,  used_vehicles, kmx, carmax, automotive retailers",EventVester,,A/B,A,Vehicle Selling Price,0, Vehicles  
418,KMX,"CARMAX, INC.",Automotive Retailers,Average Selling Price - Wholesale vehicles,Average Selling Price,$ per unit,R,Ratio of Average Selling Price vehicles,"selling_price,  wholesale_vehicles, kmx, carmax, automotive retailers",EventVester,,A/B,A,Vehicle Selling Price,0, Vehicles  
419,KMX,"CARMAX, INC.",Automotive Retailers,Average Selling Price for Used Behicles - Used Vehicles,Average Selling Price for Used Behicles,$ per unit,R,Ratio of Average Selling Price vehicles,"used_vehicles, kmx, carmax, automotive retailers",EventVester,,A/B,A,Vehicle Selling Price,0, Vehicles  
420,KMX,"CARMAX, INC.",Automotive Retailers,Average Selling Price for Wholesale Vehicles - Wholesale Vehicles,Average Selling Price for Wholesale Vehicles,$ per unit,R,Ratio of Average Selling Price vehicles,"wholesale_vehicles, kmx, carmax, automotive retailers",EventVester,,A/B,A,Vehicle Selling Price,0, Vehicles  
421,KMX,"CARMAX, INC.",Automotive Retailers,CarMax Auto Finance - Interest and fee income,CarMax Auto Finance,$,$,Currency value of interest and fee income,"interest,  fee_ome, kmx, carmax, automotive retailers",EventVester,,A,A,interest and fee income,, 
422,KMX,"CARMAX, INC.",Automotive Retailers,CarMax Auto Finance Interest and Fee Income - Interest and fee income,CarMax Auto Finance Interest and Fee Income,$,$,Currency value of interest and fee income,"interest,  fee_ome, kmx, carmax, automotive retailers",EventVester,,A,A,interest and fee income,, 
423,KMX,"CARMAX, INC.",Automotive Retailers,Segment Revenue - New vehicle sales,Segment Revenue,$,$,Currency value of Segment New Vehicle Sales Revenue,"segment,  revenue,  new_vehicle,  sales, kmx, carmax, automotive retailers",EventVester,,"SUM(A1,A2,…,An)",Ai,Segment New Vehicle Sales Revenue,n,Number of Segments
