Ticker,Company Name,Industry,KPI Category,KPI Name,KPI Units
AN,"AutoNation, Inc.",Automotive Retailers,Revenue,Other,$M
AN,"AutoNation, Inc.",Automotive Retailers,Revenue,Parts and service,$M
AN,"AutoNation, Inc.",Automotive Retailers,Revenue,Used vehicle,$M
AN,"AutoNation, Inc.",Automotive Retailers,Sales by Type,"Finance and insurance, net Sales",$M
AN,"AutoNation, Inc.",Automotive Retailers,Sales by Type,New vehicle Sales,$M
AN,"AutoNation, Inc.",Automotive Retailers,Sales by Type,Other Sales,$M
AN,"AutoNation, Inc.",Automotive Retailers,Sales by Type,Parts and service Sales,$M
AN,"AutoNation, Inc.",Automotive Retailers,Sales by Type,Used vehicle Sales,$M
AN,"AutoNation, Inc.",Automotive Retailers,Segment Revenues,Corporate and other,$M
AN,"AutoNation, Inc.",Automotive Retailers,Segment Revenues,Corporate and other Revenue,$M
AN,"AutoNation, Inc.",Automotive Retailers,Segment Revenues,Domestic,$M
AN,"AutoNation, Inc.",Automotive Retailers,Segment Revenues,Domestic Revenue,$M
AN,"AutoNation, Inc.",Automotive Retailers,Segment Revenues,Import,$M
AN,"AutoNation, Inc.",Automotive Retailers,Segment Revenues,Import Revenue,$M
AN,"AutoNation, Inc.",Automotive Retailers,Segment Revenues,Premium Luxury,$M
AN,"AutoNation, Inc.",Automotive Retailers,Segment Revenues,Premium Luxury Revenue,$M
AN,"AutoNation, Inc.",Automotive Retailers,Vehicles sold,Total Vehicles sold,Units
AN,"AutoNation, Inc.",Automotive Retailers,Vehicles sold,New vehicle,Units
AN,"AutoNation, Inc.",Automotive Retailers,Vehicles sold,Used vehicle,Units
AZO,"AUTOZONE, INC.",Automotive Retailers,Domestic Commercial Sales,Total Domestic Commercial Sales,$M
AZO,"AUTOZONE, INC.",Automotive Retailers,Sales per average store ,Sales per average store ,$M
AZO,"AUTOZONE, INC.",Automotive Retailers,Segment Sales,Auto Parts Locations,$M
AZO,"AUTOZONE, INC.",Automotive Retailers,Segment Sales,Net Sales,$M
AZO,"AUTOZONE, INC.",Automotive Retailers,Segment Sales,Other,$M
AZO,"AUTOZONE, INC.",Automotive Retailers,Segment Sales,Total domestic commercial sales,$M
AZO,"AUTOZONE, INC.",Automotive Retailers,Segment Sales ,Total auto parts sales,$M
AZO,"AUTOZONE, INC.",Automotive Retailers,Segment Stores,Ending Brazil stores,Units
AZO,"AUTOZONE, INC.",Automotive Retailers,Segment Stores,Ending Domestic Stores,Units
AZO,"AUTOZONE, INC.",Automotive Retailers,Segment Stores,Ending Mexico stores,Units
AZO,"AUTOZONE, INC.",Automotive Retailers,Segment Stores,New Stores,Units
AZO,"AUTOZONE, INC.",Automotive Retailers,Segment Stores,Total Stores,Units
CPRT,COPART INC,Automotive Retailers,Geographic Segment Revenue,Service revenues from International,$M
CPRT,COPART INC,Automotive Retailers,Geographic Segment Revenue,Service revenues from United States,$M
CPRT,COPART INC,Automotive Retailers,Geographic Segment Revenue,Vehicle sales from International,$M
CPRT,COPART INC,Automotive Retailers,Geographic Segment Revenue,Vehicle sales from United States,$M
CPRT,COPART INC,Automotive Retailers,Revenue by Type,Service revenues,$M
CPRT,COPART INC,Automotive Retailers,Revenue by Type,Vehicle sales,$M
CPRT,COPART INC,Automotive Retailers,Segment Revenue,International Revenue,$M
CPRT,COPART INC,Automotive Retailers,Segment Revenue,Service revenues,$M
CPRT,COPART INC,Automotive Retailers,Segment Revenue,United States Revenue,$M
CPRT,COPART INC,Automotive Retailers,Segment Revenue,Vehicle sales,$M
CRMT,AMERICA'S CAR-MART INC,Automotive Retailers,Gross profit,Total gross profit per retail unit sold,$M
CRMT,AMERICA'S CAR-MART INC,Automotive Retailers,Price,Average Retail Sales Price ,%
CRMT,AMERICA'S CAR-MART INC,Automotive Retailers,Sales,Retail units sold ,%
CRMT,AMERICA'S CAR-MART INC,Automotive Retailers,Sales,Unit Sales Volume,%
CRMT,AMERICA'S CAR-MART INC,Automotive Retailers,Segment Revenue,Interest income Revenue,$M
CRMT,AMERICA'S CAR-MART INC,Automotive Retailers,Segment Revenue,Sales Revenue,$M
CRMT,AMERICA'S CAR-MART INC,Automotive Retailers,Sub-Segment Revenue,Accident protection plan revenue,$M
CRMT,AMERICA'S CAR-MART INC,Automotive Retailers,Sub-Segment Revenue,Sales Ã¢â‚¬â€œ used autos,$M
CRMT,AMERICA'S CAR-MART INC,Automotive Retailers,Sub-Segment Revenue,Service contract sales,$M
CRMT,AMERICA'S CAR-MART INC,Automotive Retailers,Sub-Segment Revenue,Wholesales Ã¢â‚¬â€œ third party,$M
CVNA,Carvana Co,Automotive Retailers,Retail Units Sold,Cars,% Increase YoY
CVNA,Carvana Co,Automotive Retailers,Retail Units Sold,Cars,Units
CVNA,Carvana Co,Automotive Retailers,Segment Revenue,Other sales and revenues,$M
CVNA,Carvana Co,Automotive Retailers,Segment Revenue,"Used vehicle sales, net",$M
CVNA,Carvana Co,Automotive Retailers,Segment Revenue,Wholesale vehicle sales,$M
CVNA,Carvana Co,Automotive Retailers,Vehicles Purchased,% Increase Customers,%
CWH,Camping World Holdings Inc,Automotive Retailers,Average gross profit per unit,New vehicles,$
CWH,Camping World Holdings Inc,Automotive Retailers,Average gross profit per unit,Used vehicles,$
CWH,Camping World Holdings Inc,Automotive Retailers,Average selling price,New vehicles,$
CWH,Camping World Holdings Inc,Automotive Retailers,Average selling price,Used vehicles,$
CWH,Camping World Holdings Inc,Automotive Retailers,Customers,Active Customers,number
CWH,Camping World Holdings Inc,Automotive Retailers,Good Sam Club members,Good Sam Club members,number
CWH,Camping World Holdings Inc,Automotive Retailers,Number of store locations,Number of store locations,Stores
CWH,Camping World Holdings Inc,Automotive Retailers,Retail locations,Other retail stores,number
CWH,Camping World Holdings Inc,Automotive Retailers,Retail locations,RV dealerships,number
CWH,Camping World Holdings Inc,Automotive Retailers,Retail locations,RV service & retail centers,number
CWH,Camping World Holdings Inc,Automotive Retailers,Same store locations,Same store locations,number
CWH,Camping World Holdings Inc,Automotive Retailers,Same store unit sales,New vehicles,units
CWH,Camping World Holdings Inc,Automotive Retailers,Same store unit sales,Used vehicles,units
CWH,Camping World Holdings Inc,Automotive Retailers,Segment Revenue,Good Sam Services and Plans Revenue,$M
CWH,Camping World Holdings Inc,Automotive Retailers,Segment Revenue,RV and Outdoor Retail Revenue,$M
CWH,Camping World Holdings Inc,Automotive Retailers,Unit sales,New vehicles,units
CWH,Camping World Holdings Inc,Automotive Retailers,Unit sales,New vehicles sales,$M
CWH,Camping World Holdings Inc,Automotive Retailers,Unit sales,"Used vehicles	sales",$M
CWH,Camping World Holdings Inc,Automotive Retailers,Unit sales,Used vehicles,units
CWH,Camping World Holdings Inc,Automotive Retailers,Vehicle inventory per location,New vehicle inventory per dealer location,$M
CWH,Camping World Holdings Inc,Automotive Retailers,Vehicle inventory per location,Used vehicle inventory per dealer location,$M
DRVN,Driven Brands Holdings Inc,Automotive Retailers,Revenue by Type,Advertising contributions,$M
DRVN,Driven Brands Holdings Inc,Automotive Retailers,Revenue by Type,Company-operated store sales,$M
DRVN,Driven Brands Holdings Inc,Automotive Retailers,Revenue by Type,Franchise royalties and fees,$M
DRVN,Driven Brands Holdings Inc,Automotive Retailers,Revenue by Type,Independently-operated store sales,$M
DRVN,Driven Brands Holdings Inc,Automotive Retailers,Revenue by Type,Supply and other revenue,$M
DRVN,Driven Brands Holdings Inc,Automotive Retailers,Same-Store Sales,Car Wash,%
DRVN,Driven Brands Holdings Inc,Automotive Retailers,Same-Store Sales,Maintenance,%
DRVN,Driven Brands Holdings Inc,Automotive Retailers,Same-Store Sales,"Paint, Collision & Glass",%
DRVN,Driven Brands Holdings Inc,Automotive Retailers,Same-Store Sales,Platform Services,%
DRVN,Driven Brands Holdings Inc,Automotive Retailers,Segment Revenue,Car Wash,$M
DRVN,Driven Brands Holdings Inc,Automotive Retailers,Segment Revenue,Corporate / Other,$M
DRVN,Driven Brands Holdings Inc,Automotive Retailers,Segment Revenue,Maintenance,$M
DRVN,Driven Brands Holdings Inc,Automotive Retailers,Segment Revenue,"Paint, Collision & Glass",$M
DRVN,Driven Brands Holdings Inc,Automotive Retailers,Segment Revenue,Platform Services,$M
DRVN,Driven Brands Holdings Inc,Automotive Retailers,Store Count,Car Wash,Units
DRVN,Driven Brands Holdings Inc,Automotive Retailers,Store Count,Maintenance,Units
DRVN,Driven Brands Holdings Inc,Automotive Retailers,Store Count,"Paint, Collision & Glass",Units
DRVN,Driven Brands Holdings Inc,Automotive Retailers,Store Count,Platform Services,Units
GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Average sales price per unit sold,New vehicle retail,$
GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Average sales price per unit sold,Used vehicle retail,$
GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Gross profit per unit sold,New vehicle retail sales,$
GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Gross profit per unit sold,Total used,$
GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Gross profit per unit sold,Used vehicle retail sales,$
GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Gross profit per unit sold,Used vehicle wholesale sales,$
GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Revenue by geographic area,Brazil Revenue,$M
GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Revenue by geographic area,U.K. Revenue,$M
GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Revenue by geographic area,U.S. Revenue,$M
GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Segment Revenue,"Finance, insurance and other, net",$M
GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Segment Revenue,New vehicle retail sales,$M
GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Segment Revenue,Parts and service sales,$M
GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Segment Revenue,Used vehicle retail sales,$M
GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Segment Revenue,Used vehicle wholesale sales,$M
GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Units sold,Retail new vehicles sold,units
GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Units sold,Retail used vehicles sold,units
GPI,"Group 1 Automotive, Inc.",Automotive Retailers,Units sold,Wholesale used vehicles sold,units
IAA,Insurance Auto Auctions Inc.,Automotive Retailers,Revenue by geographic area,International Revenue,$M
IAA,Insurance Auto Auctions Inc.,Automotive Retailers,Revenue by geographic area,United States Revenue,$M
IAA,Insurance Auto Auctions Inc.,Automotive Retailers,Revenue by Segment,Service revenues,$M
IAA,Insurance Auto Auctions Inc.,Automotive Retailers,Revenue by Segment,Vehicle sales,$M
KAR,"KAR Auction Services, Inc.",Automotive Retailers,Active dealers,Active dealers,number
KAR,"KAR Auction Services, Inc.",Automotive Retailers,Land,Acres of land per site,acres
KAR,"KAR Auction Services, Inc.",Automotive Retailers,Number of locations,Number of locations,number
KAR,"KAR Auction Services, Inc.",Automotive Retailers,Private label websites,Private label websites,number
KAR,"KAR Auction Services, Inc.",Automotive Retailers,Sale of used vehicles,Sale of used vehicles,million
KAR,"KAR Auction Services, Inc.",Automotive Retailers,Segment Revenue,Auction fees,$M
KAR,"KAR Auction Services, Inc.",Automotive Retailers,Segment Revenue,Finance-related revenue,$M
KAR,"KAR Auction Services, Inc.",Automotive Retailers,Segment Revenue,Purchased vehicle sales,$M
KAR,"KAR Auction Services, Inc.",Automotive Retailers,Segment Revenue,Service revenue,$M
KAR,"KAR Auction Services, Inc.",Automotive Retailers,Vehicles,Vehicles floorplanned by AFC,%
KMX,"CARMAX, INC.",Automotive Retailers,Average Selling Price,Used vehicles,$ Per Unit
KMX,"CARMAX, INC.",Automotive Retailers,Average Selling Price,Wholesale vehicles,$ Per Unit
KMX,"CARMAX, INC.",Automotive Retailers,Average Selling Price for Used Behicles,Used Vehicles,$ Per Unit
KMX,"CARMAX, INC.",Automotive Retailers,Average Selling Price for Wholesale Vehicles,Wholesale Vehicles,$ Per Unit
KMX,"CARMAX, INC.",Automotive Retailers,CarMax Auto Finance,Interest and fee income,$M
KMX,"CARMAX, INC.",Automotive Retailers,CarMax Auto Finance Interest and Fee Income,Interest and fee income,$M
KMX,"CARMAX, INC.",Automotive Retailers,Segment Revenue,New vehicle sales,$M
KMX,"CARMAX, INC.",Automotive Retailers,Segment Revenue,Other sales and revenues,$M
KMX,"CARMAX, INC.",Automotive Retailers,Segment Revenue,Used vehicle sales,$M
KMX,"CARMAX, INC.",Automotive Retailers,Segment Revenue,Wholesale vehicle sales,$M
KMX,"CARMAX, INC.",Automotive Retailers,Segment Vehicle Unit Sales,Total new vehicle unit sales,Units
KMX,"CARMAX, INC.",Automotive Retailers,Segment Vehicle Unit Sales,Total used vehicle unit sales,MUnits
KMX,"CARMAX, INC.",Automotive Retailers,Segment Vehicle Unit Sales,Total used vehicle unit sales,Units
KMX,"CARMAX, INC.",Automotive Retailers,Segment Vehicle Unit Sales,Total wholesale vehicle unit sales,MUnits
KMX,"CARMAX, INC.",Automotive Retailers,Segment Vehicle Unit Sales,Total wholesale vehicle unit sales,Units
KMX,"CARMAX, INC.",Automotive Retailers,Vehicle Sales Changes,Used vehicle revenues,%
KMX,"CARMAX, INC.",Automotive Retailers,Vehicle Sales Changes,Used vehicle units,%
KMX,"CARMAX, INC.",Automotive Retailers,Vehicle Sales Changes,Wholesale vehicle revenues,%
KMX,"CARMAX, INC.",Automotive Retailers,Vehicle Sales Changes,Wholesale vehicle units,%
LAD,"Lithia Motors, Inc.",Automotive Retailers,Average gross profit per unit,Finance and insurance gross profit per unit,$
LAD,"Lithia Motors, Inc.",Automotive Retailers,Average gross profit per unit,New vehicle retail gross profit per unit,$
LAD,"Lithia Motors, Inc.",Automotive Retailers,Average gross profit per unit,Total vehicle gross profit per unit,$
LAD,"Lithia Motors, Inc.",Automotive Retailers,Average gross profit per unit,Used vehicle retail gross profit per unit,$
LAD,"Lithia Motors, Inc.",Automotive Retailers,Driveway Shop units,Driveway Shop units,Units
LAD,"Lithia Motors, Inc.",Automotive Retailers,E-commerce platform Unit Sales,E-commerce platform Unit Sales,Units
LAD,"Lithia Motors, Inc.",Automotive Retailers,Retail units sold,New vehicle retail unit sales,Units
LAD,"Lithia Motors, Inc.",Automotive Retailers,Retail units sold,Used vehicle retail unit sales,Units
LAD,"Lithia Motors, Inc.",Automotive Retailers,Segment Revenue,Finance and insurance revenue,$M
LAD,"Lithia Motors, Inc.",Automotive Retailers,Segment Revenue,Fleet and other revenue,$M
LAD,"Lithia Motors, Inc.",Automotive Retailers,Segment Revenue,New vehicle retail revenue,$M
LAD,"Lithia Motors, Inc.",Automotive Retailers,Segment Revenue,"Service, body and parts revenue",$M
LAD,"Lithia Motors, Inc.",Automotive Retailers,Segment Revenue,Used vehicle retail revenue,$M
LAD,"Lithia Motors, Inc.",Automotive Retailers,Segment Revenue,Used vehicle wholesale revenue,$M
LAD,"Lithia Motors, Inc.",Automotive Retailers,Unit Sales,New vehicle retail unit sales,Units
LAD,"Lithia Motors, Inc.",Automotive Retailers,Unit Sales,Used vehicle retail unit sales,Units
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,comparable store sales,comparable store sales,% Decrease YOY
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,comparable store sales,comparable store sales,% increase
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,comparable store sales ,comparable store sales ,% Increase YOY
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Revenue by product group,Brakes,$M
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Revenue by product group,Exhaust,$M
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Revenue by product group,Maintenance,$M
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Revenue by product group,Other,$M
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Revenue by product group,Steering,$M
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Revenue by product group,Tires,$M
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales,alignments - Comparable Store Sales,% Decrease
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales,alignments - Comparable Store Sales,% Decrease YOY
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales,alignments - Comparable Store Sales,% increase
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales,brakes - comparable store sales,% Decrease
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales,brakes - comparable store sales,% Decrease YOY
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales,brakes - comparable store sales,% increase
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales,exhaust -comparable store sales,% increase
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales,Exhaust-comparable store sales,% Decrease
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales,Exhaust-comparable store sales,% Decrease YOY
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales,front end/shocks - comparable store sales,% Decrease
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales,front end/shocks - comparable store sales,% Decrease YOY
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales,front end/shocks - comparable store sales,% increase
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales,maintenance services - comparable store sales,% Decrease
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales,maintenance services - comparable store sales,% Decrease YOY
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales,maintenance services - comparable store sales,% increase
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales,Tires - comparable store sales,% Decrease
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales,Tires - comparable store sales,% Decrease YOY
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales,Tires - comparable store sales,% increase
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales ,alignments - Comparable Store Sales,% Increase YOY
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales ,brakes - comparable store sales ,% Increase YOY% Increase 
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales ,front end/shocks - comparable store sales ,% Increase YOY
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales ,maintenance services - comparable store sales ,% Increase YOY
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Segment - comparable store sales ,Tires - comparable store sales ,% Increase YOY
MNRO,MONRO MUFFLER BRAKE INC,Automotive Retailers,Store count,Store count,NOS
ORLY,"O'REILLY AUTOMOTIVE, INC.",Automotive Retailers,Segment Sales,Sales,$M
ORLY,"O'REILLY AUTOMOTIVE, INC.",Automotive Retailers,Segment Sales,Sales per weighted-average square foot,$M
ORLY,"O'REILLY AUTOMOTIVE, INC.",Automotive Retailers,Segment Sales,Sales per weighted-average store,$M
ORLY,"O'REILLY AUTOMOTIVE, INC.",Automotive Retailers,Segment Sales ,Other sales and sales adjustments,$M
ORLY,"O'REILLY AUTOMOTIVE, INC.",Automotive Retailers,Segment Sales ,Sales to do-it-yourself customers,$M
ORLY,"O'REILLY AUTOMOTIVE, INC.",Automotive Retailers,Segment Sales ,Sales to professional service provider customers,$M
ORLY,"O'REILLY AUTOMOTIVE, INC.",Automotive Retailers,Store and Team Member Information,Sales per weighted-average square foot,$
ORLY,"O'REILLY AUTOMOTIVE, INC.",Automotive Retailers,Store and Team Member Information,Sales per weighted-average store,$
ORLY,"O'REILLY AUTOMOTIVE, INC.",Automotive Retailers,Store and Team Member Information,Square footage (in thousands),units
ORLY,"O'REILLY AUTOMOTIVE, INC.",Automotive Retailers,Store Count,Ending total store count,units
PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Average gross profit,Average gross profit per new truck retailed,$
PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Average gross profit,Average gross profit per new vehicle retailed,$
PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Average gross profit,Average gross profit per used truck retailed,$
PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Average gross profit,Average gross profit per used vehicle retailed,$
PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Geographic Revenue,North America,%
PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Geographic Revenue,Other International,%
PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Geographic Revenue,U.K.,%
PAG,"Penske Automotive Group, Inc.",Automotive Retailers,New retail sales revenue per unit,New retail sales revenue per unit,$
PAG,"Penske Automotive Group, Inc.",Automotive Retailers,New retail unit sales,New retail unit sales,units
PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Revenue by Segment,Commercial Vehicles Australia/Power Systems,$M
PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Revenue by Segment,Retail Automotive,$M
PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Revenue by Segment,Retail Commercial Trucks,$M
PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Same-store average gross profit,Same-store average gross profit per new truck retailed,$
PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Same-store average gross profit,Same-store average gross profit per new vehicle retailed,$
PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Same-store average gross profit,Same-store average gross profit per used truck retailed,$
PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Same-store average gross profit,Same-store average gross profit per used vehicle retailed,$
PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Same-store new retail sales,Same-store new retail sales revenue per unit,$
PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Same-store new retail unit sales,Same-store new retail unit sales,units
PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Same-store used retail sales revenue per unit,Same-store used retail sales revenue per unit,$
PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Same-store used retail unit sales,Same-store used retail unit sales,units
PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Used retail sales revenue per unit,Used retail sales revenue per unit,$
PAG,"Penske Automotive Group, Inc.",Automotive Retailers,Used retail unit sales,Used retail unit sales,units
RUSHA,RUSH ENTERPRISES INC,Automotive Retailers,Absorption ratio,Absorption ratio,%
RUSHA,RUSH ENTERPRISES INC,Automotive Retailers,Segment Revenue,Finance and insurance Sales,$M
RUSHA,RUSH ENTERPRISES INC,Automotive Retailers,Segment Revenue,Lease and rental Sales,$M
RUSHA,RUSH ENTERPRISES INC,Automotive Retailers,Segment Revenue,New and used commercial vehicle sales,$M
RUSHA,RUSH ENTERPRISES INC,Automotive Retailers,Segment Revenue,Other Sales,$M
RUSHA,RUSH ENTERPRISES INC,Automotive Retailers,Segment Revenue,Parts and service sales,$M
RUSHA,RUSH ENTERPRISES INC,Automotive Retailers,sold  commercial trucks,sold commercial trucks,number
RUSHA,RUSH ENTERPRISES INC,Automotive Retailers,Sub-Segment Revenue,New heavy-duty vehicles - New and used commercial vehicle sales,$M
RUSHA,RUSH ENTERPRISES INC,Automotive Retailers,Sub-Segment Revenue,New light-duty vehicles - New and used commercial vehicle sales,$M
RUSHA,RUSH ENTERPRISES INC,Automotive Retailers,Sub-Segment Revenue,New medium-duty vehicles (including bus sales revenue) - New and used commercial vehicle sales,$M
RUSHA,RUSH ENTERPRISES INC,Automotive Retailers,Sub-Segment Revenue,Other vehicles - New and used commercial vehicle sales,$M
RUSHA,RUSH ENTERPRISES INC,Automotive Retailers,Sub-Segment Revenue,Used vehicles - New and used commercial vehicle sales,$M
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Gross Profit Per Unit by segment,EchoPark Same Market-Total used vehicle and F&I,$
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Gross Profit Per Unit by segment,EchoPark-Total used vehicle and F&I,$
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Gross Profit Per Unit by segment,Franchised Dealerships Same Store - Used vehicles,$
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Gross Profit Per Unit by segment,Franchised Dealerships Same Store -New vehicles,$
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Gross Profit Per Unit by segment,Franchised Dealerships-New vehicles,$
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Gross Profit Per Unit by segment,Franchised Dealerships-Used vehicles,$
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Number of Franchised Dealerships,Number of Franchised Dealerships,Units
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Revenue by Segment,EchoPark Segment revenues,$M
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Revenue by Segment,Franchised Dealerships Segment revenues,$M
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Revenue by Type,"Finance, insurance and other Revenue",$M
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Revenue by Type,"Parts, service and collision repair Revenue",$M
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Revenue by Type,Vehicles Revenue,$M
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Revenue per unit by segment,EchoPark -Wholesale vehicles,$
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Revenue per unit by segment,EchoPark Same Market-Wholesale vehicles,$
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Revenue per unit by segment,EchoPark Segment same store-Used vehicle,$
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Revenue per unit by segment,EchoPark Segment-Used vehicle,$
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Revenue per unit by segment,Franchised Dealerships Same Store -Wholesale vehicles,$
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Revenue per unit by segment,Franchised Dealerships same store-new vehicles,$
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Revenue per unit by segment,Franchised Dealerships same store-used vehicles,$
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Revenue per unit by segment,Franchised Dealerships Segment reported- used vehicles,$
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Revenue per unit by segment,Franchised Dealerships Segment reported-new vehicles,$
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Revenue per unit by segment,Franchised Dealerships Segment reported-wholesale vehicles,$
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Unit Sales Volume by segment,EchoPark -Wholesale vehicles,units
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Unit Sales Volume by segment,EchoPark Same Market-Used vehicles,units
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Unit Sales Volume by segment,EchoPark Same Market-Wholesale vehicles,units
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Unit Sales Volume by segment,EchoPark-New vehicles,units
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Unit Sales Volume by segment,EchoPark-Used vehicles,units
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Unit Sales Volume by segment,Franchised Dealerships -  Retail new & used vehicles,units
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Unit Sales Volume by segment,Franchised Dealerships -  Used-to-New Ratio,ratio
SAH,"SONIC AUTOMOTIVE, INC.",Automotive Retailers,Unit Sales Volume by segment,Franchised Dealerships - New vehicles,units
